"code","description","season_start","season_end","time_max_parking","time_start","time_end","time_duration","lun","mar","mer","jeu","ven","sam","dim","daily","special_days","restrict_typ"
"SB-MV-A","\P 07h30-08h30 LUN. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,"7.5","8.5",1,1,,,1,,,,,,
"SB-MW","\P 17h30-18h30 MAR. JEU. 1 MARS AU 1 DEC.",03-01,12-01,,"17.5","18.5",1,,1,,1,,,,,,
"SB-MW-A","\P 17h30-18h30 MAR. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,"17.5","18.5",1,,1,,1,,,,,,
"SB-MW-A+F","\P 17h30-18h30 MAR. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,"17.5","18.5",1,,1,,1,,,,,,
"SB-NA","\P 08h-09h MER. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,8,9,1,,,1,,1,,,,,
"SB-NA-A","\P 08h-09h MER. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,8,9,1,,,1,,1,,,,,
"SB-NB","\P 08h30-09h30 MER. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,"8.5","9.5",1,,,1,,1,,,,,
"SB-NB-A","\P 08h30-09h30 MER. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,"8.5","9.5",1,,,1,,1,,,,,
"SB-NC","\P 09h-10h MER. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,9,10,1,,,1,,1,,,,,
"SB-NC-A","\P 09h-10h MER. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,9,10,1,,,1,,1,,,,,
"SB-NK-A","\P 12h30-13h30 MER. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,"12.5","13.5",1,,,1,,1,,,,,
"SB-NL-A","\P 1h-2h LUN et JEU 1 AVRIL au 1 DEC",04-01,12-01,,1,2,1,1,,,1,,,,,,
"SB-NM-A","\P 13h30-14h30 MER. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,"13.5","14.5",1,,,1,,1,,,,,
"SB-NV","\P 07h30-08h30 MAR. JEU. 1 MARS AU 1 DEC.",03-01,12-01,,"7.5","8.5",1,,1,,1,,,,,,
"SB-NV-A","\P 07h30-08h30 MAR. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,"7.5","8.5",1,,1,,1,,,,,,
"SB-NW","\P 07h-08h MAR. JEU. 1 MARS AU 1 DEC.",03-01,12-01,,7,8,1,,1,,1,,,,,,
"SB-NW-A","\P 07h-08h MAR. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,7,8,1,,1,,1,,,,,,
"SB-NW-A+F","\P 07h-08h MAR. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,7,8,1,,1,,1,,,,,,
"SB-NX","\P 23h30-00h30  MAR A MER, VEN A SAM  1 MARS AU 1 DEC. ",03-01,12-01,,"23.5",,1,,1,,,1,,,,,
"SB-NY","\P 23h30-00h30 LUN A MAR, JEU A VEN  1 MARS AU 1 DEC.",03-01,12-01,,"23.5",,1,1,,,1,,,,,,
"SB-NZ","\P 07h30-08h30  SAM ET DIM  1 MARS AU 1 DEC.",03-01,12-01,,"7.5","8.5",1,,,,,,1,1,,,
"SB-NZ-A","\P 07h30-08h30  SAM ET DIM  1 AVRIL AU 1 DEC.",04-01,12-01,,"7.5","8.5",1,,,,,,1,1,,,
"SB-OB","\P 08h00 A 16h00 MARDI et VENDREDI",,,,8,16,8,,1,,,1,,,,,
"SB-OD","\P 09h-18h LUN. JEU. 1 MARS AU 1 DEC.",03-01,12-01,,9,18,9,1,,,1,,,,,,
"SB-OD-A","\P 09h-18h LUN. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,9,18,9,1,,,1,,,,,,
"SB-OK","\P 08h-18h LUNDI ET JEUDI",,,,8,18,10,1,,,1,,,,,,
"SB-OL","\P 6h30-7h30 SAM ET DIM 1 MARS AU 1 DEC.",03-01,12-01,,"6.5","7.5",1,,,,,,1,1,,,
"SB-OL-A","\P 6h30-7h30 SAM ET DIM 1 AVRIL AU 1 DEC.",04-01,12-01,,"6.5","7.5",1,,,,,,1,1,,,
"SB-ON","\P 7h-19h MAR. JEU.",,,,7,19,12,,1,,1,,,,,,
"SB-OO","\P 07h-16h MAR ET VEN",,,,7,16,9,,1,,,1,,,,,
"SB-OP","\P 09h-18h LUN. JEU.",,,,9,18,9,1,,,1,,,,,,
"SB-PC","\P 13h-16h MAR. VEN.",,,,13,16,3,,1,,,1,,,,,
"SB-PG","\P 16h30-17h30 LUN. JEU. 1 MARS AU 1 DEC.",03-01,12-01,,"16.5","17.5",1,1,,,1,,,,,,
"SB-PH","\P 17h-18h LUN. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,17,18,1,1,,,,1,,,,,
"SB-PI","\P 13h-16h LUNDI JEUDI",,,,13,16,3,1,,,1,,,,,,
"SB-PJ","\P 20h30-21h30 MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,"20.5","21.5",1,,1,,,1,,,,,
"SB-PJ-A","\P 20h30-21h30 MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,"20.5","21.5",1,,1,,,1,,,,,
"SB-PK","\P 19h30-20h30 MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,"19.5","20.5",1,,1,,,1,,,,,
"SB-PK-A","\P 19h30-20h30 MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,"19.5","20.5",1,,1,,,1,,,,,
"SB-PL","\P 20h30-21h30 LUN. JEU. 1 MARS AU 1 DEC.",03-01,12-01,,"20.5","21.5",1,1,,,1,,,,,,
"SB-PM","\P 10h30-11h30 LUN. JEU.",,,,"10.5","11.5",1,1,,,1,,,,,,
"SB-PN","\P 21h-22h MAR. MER. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,21,22,1,,1,1,,1,,,,,
"SB-PO","\P 22h30-23h30 LUN. JEU. 1 MARS AU 1 DEC.",03-01,12-01,,"22.5","23.5",1,1,,,1,,,,,,
"SB-PO-A","\P 22h30-23h30 LUN. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,"22.5","23.5",1,1,,,1,,,,,,
"SB-PP","\P 21h30-22h30 MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,"21.5","22.5",1,,1,,,1,,,,,
"SB-PP-A","\P 21h30-22h30 MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,"21.5","22.5",1,,1,,,1,,,,,
"SB-PQ","\P 22h30-23h30 MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,"22.5","23.5",1,,1,,,1,,,,,
"SB-PQ-A","\P 22h30-23h30 MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,"22.5","23.5",1,,1,,,1,,,,,
"SB-PR","\P 16h30-17h30 LUN. MER. 1 MARS AU 1 DEC.",03-01,12-01,,"16.5","17.5",1,1,,1,,,,,,,
"SB-PS","\P 17h-18h LUN. MER. 1 MARS AU 1 DEC.",03-01,12-01,,17,18,1,1,,1,,,,,,,
"SB-PS-A","\P 17h-18h LUN. MER. 1 AVRIL AU 1 DEC.",04-01,12-01,,17,18,1,1,,1,,,,,,,
"SB-PT","\P 22h-24h MAR. ET VEN.  1 MARS AU 1 DEC.",03-01,12-01,,22,,2,,1,,,1,,,,,
"SB-PX-A","\P 17h-18h MAR ET JEU 1 AVRIL AU 1 DEC.",04-01,12-01,,17,18,1,,1,,1,,,,,,
"SB-PY","\P 14h-16h MARDI VENDREDI",,,,14,16,2,,1,,,1,,,,,
"SB-PZ","\P 14h-15h LUN et JEU",,,,14,15,1,1,,,1,,,,,,
"SB-QA","\P 09h-16h MER. VEN.",,,,9,16,7,,,1,,1,,,,,
"SB-RB","\P 09h-15h MAR. VEN.",,,,9,15,6,,1,,,1,,,,,
"SB-RC","\P 09h-16h LUN. JEU.",,,,9,16,7,1,,,1,,,,,,
"SB-RD-A","\P 16h30-17h30 MAR. ET JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,"16.5","17.5",1,,1,,1,,,,,,
"SB-SA","\P 18h-19h LUN. JEU. 1 MARS AU 1 DEC.",03-01,12-01,,18,19,1,1,,,1,,,,,,
"SB-SA-A","\P 18h-19h LUN. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,18,19,1,1,,,1,,,,,,
"SB-SB","\P 18h-19h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,18,19,1,,1,,,1,,,,,
"SB-SC","\P 20h-21h LUN. JEU. 1 MARS AU 1 DEC.",03-01,12-01,,20,21,1,1,,,1,,,,,,
"SB-SD","\P 20h-21h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,20,21,1,,1,,,1,,,,,
"SB-SE","\P 21h-22h LUN. JEU. 1 MARS AU 1 DEC.",03-01,12-01,,21,22,1,1,,,1,,,,,,
"SB-SF","\P 21h-22h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,21,22,1,,1,,,1,,,,,
"SB-SF-A","\P 21h-22h MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,21,22,1,,1,,,1,,,,,
"SB-SG","\P 22h-23h LUN. JEU. 1 MARS AU 1 DEC.",03-01,12-01,,22,23,1,1,,,1,,,,,,
"SB-SG-A","\P 22h-23h LUN. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,22,23,1,1,,,1,,,,,,
"SB-SH","\P 22h-23h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,22,23,1,,1,,,1,,,,,
"SB-SH-A","\P 22h-23h MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,22,23,1,,1,,,1,,,,,
"SB-SJ","\P 23h-24h LUN. JEU. 1 MARS AU 1 DEC.",03-01,12-01,,23,,1,1,,,1,,,,,,
"SB-SJ-A","\P 23h-24h LUN. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,23,,1,1,,,1,,,,,,
"SB-SK","\P 23h-24h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,23,,1,,1,,,1,,,,,
"SB-SK-A","\P 23h-24h MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,23,,1,,1,,,1,,,,,
"SB-SM","\P 19h-20h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,19,20,1,,1,,,1,,,,,
"SB-SM-A","\P 19h-20h MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,19,20,1,,1,,,1,,,,,
"SB-SN","\P 18h30-19h30 LUN. JEU. 1 MARS AU 1 DEC.",03-01,12-01,,"18.5","19.5",1,1,,,1,,,,,,
"SB-SN-A","\P 18h30-19h30 LUN. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,"18.5","19.5",1,1,,,1,,,,,,
"SB-SO","\P 18h30-19h30 LUN. MER. 1 MARS AU 1 DEC.",03-01,12-01,,"18.5","19.5",1,1,,1,,,,,,,
"SB-SO-A","\P 18h30-19h30 LUN. MER. 1 AVRIL AU 1 DEC.",04-01,12-01,,"18.5","19.5",1,1,,1,,,,,,,
"SB-SP","\P 18h30-19h30 MAR. JEU. 1 MARS AU 1 DEC.",03-01,12-01,,"18.5","19.5",1,,1,,1,,,,,,
"SB-SP-A","\P 18h30-19h30 MAR. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,"18.5","19.5",1,,1,,1,,,,,,
"SB-SQ","\P 18h30-19h30 MAR. VEN. 1 MARSL AU 1 DEC.",03-01,12-01,,"18.5","19.5",1,,1,,,1,,,,,
"SB-SQ-A","\P 18h30-19h30 MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,"18.5","19.5",1,,1,,,1,,,,,
"SB-ST","\P 19h-24h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,19,,5,,1,,,1,,,,,
"SB-ST-A","\P 19h-24h MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,19,,5,,1,,,1,,,,,
"SB-SX","\P 19h-24h LUN. JEU. 1 MARS AU 1 DEC.",03-01,12-01,,19,,5,1,,,1,,,,,,
"SB-SX-A","\P 19h-24h LUN. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,19,,5,1,,,1,,,,,,
"SB-SZ-A","\P 19h-22h MAR. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,19,22,3,,1,,1,,,,,,
"SB-UA","\P 19h-22h LUNDI ET JEUDI",,,,19,22,3,1,,,1,,,,,,
"SB-UC","\P 19h-22h MARDI ET VENDREDI",,,,19,22,3,,1,,,1,,,,,
"SB-UD","\P 21h-22h MARDI ET JEUDI",,,,21,22,1,,1,,1,,,,,,
"SB-UF","\P 19h-20h LUN ET MER 1 MARS AU 1 DEC.",03-01,12-01,,19,20,1,1,,1,,,,,,,
"SB-UF-A","\P 19h-20h LUN ET MER 1 AVRIL AU 1 DEC.",04-01,12-01,,19,20,1,1,,1,,,,,,,
"SB-UG","\P 19h-20h MAR ET JEU 1 MARS AU 1 DEC.",03-01,12-01,,19,20,1,,1,,1,,,,,,
"SB-UG-A","\P 19h-20h MAR ET JEU 1 AVRIL AU 1 DEC.",04-01,12-01,,19,20,1,,1,,1,,,,,,
"SB-UH","\P 21h30-22h30 LUN ET MER 1 MARS AU 1 DEC.",03-01,12-01,,"21.5","22.5",1,1,,1,,,,,,,
"SB-UH-A","\P 21h30-22h30 LUN ET MER 1AVRIL AU 1 DEC.",04-01,12-01,,"21.5","22.5",1,1,,1,,,,,,,
"SB-UI","\P 20h30-21h30 MARDI ET JEUDI, 1ER MARS AU 1ER DEC.",03-01,12-01,,"20.5","21.5",1,,1,,1,,,,,,
"SB-UI-A","\P 20h30-21h30 MARDI ET JEUDI, 1ER AVRIL AU 1ER DEC.",04-01,12-01,,"20.5","21.5",1,,1,,1,,,,,,
"SB-UK","\P 22h30-23h30 LUN ET MER 1MARS AU 1 DEC.",03-01,12-01,,"22.5","23.5",1,1,,1,,,,,,,
"SB-UK-A","\P 22h30-23h30 LUN ET MER 1 AVRIL AU 1 DEC.",04-01,12-01,,"22.5","23.5",1,1,,1,,,,,,,
"SB-UL","\P 22h30-23h30 MAR ET JEU 1 MARS ET 1 DEC.",03-01,12-01,,"22.5","23.5",1,,1,,1,,,,,,
"SB-UL-A","\P 22h30-23h30 MAR ET JEU 1 AVRIL ET 1 DEC.",04-01,12-01,,"22.5","23.5",1,,1,,1,,,,,,
"SB-UM","\P 21h-22h LUN ET MER 1 MARS AU 1 DEC.",03-01,12-01,,21,22,1,1,,1,,,,,,,
"SB-UM-A","\P 21h-22h LUN ET MER 1 AVRIL AU 1 DEC.",04-01,12-01,,21,22,1,1,,1,,,,,,,
"SB-UN","\P 18h-19h MAR ET JEU 1 MARS AU 1 DEC.",03-01,12-01,,18,19,1,,1,,1,,,,,,
"SB-UN-A","\P 18h-19h MAR ET JEU 1 AVRIL AU 1 DEC.",04-01,12-01,,18,19,1,,1,,1,,,,,,
"SB-UO","\P 18h-19h LUN ET MER 1 MARS AU 1 DEC.",03-01,12-01,,18,19,1,1,,1,,,,,,,
"SB-UO-A","\P 18h-19h LUN ET MER 1 AVRIL AU 1 DEC.",04-01,12-01,,18,19,1,1,,1,,,,,,,
"SB-UP","\P 21h30 - 22h30 MAR et JEU 1 MARS au 1 DEC",03-01,12-01,,"21.5","22.5",1,,1,,1,,,,,,
"SB-UP-A","\P 21h30 - 22h30 MAR et JEU 1 AVRIL au 1 DEC",04-01,12-01,,"21.5","22.5",1,,1,,1,,,,,,
"SB-UQ","\P 19h30-20h30 LUN et MER 1 MARS AU 1 DEC.",03-01,12-01,,"19.5","20.5",1,1,,1,,,,,,,
"SB-UQ-A","\P 19h30-20h30 LUN et MER 1 AVRIL AU 1 DEC.",04-01,12-01,,"19.5","20.5",1,1,,1,,,,,,,
"SB-UR","\P 20h30-21h30 LUN ET MER 1 MARS AU 1 DEC.",03-01,12-01,,"20.5","21.5",1,1,,1,,,,,,,
"SB-UR-A","\P 20h30-21h30 LUN ET MER 1 AVRIL AU 1 DEC.",04-01,12-01,,"20.5","21.5",1,1,,1,,,,,,,
"SB-US","\P 18H-24H MARDI ET VENDREDI",,,,18,24,6,,1,,,1,,,,,
"SB-UT","\P 22h - 23h MAR et JEU 1 MARS au 1 DEC",03-01,12-01,,22,23,1,,1,,1,,,,,,
"SB-UT-A","\P 22h - 23h MAR et JEU 1 AVRIL au 1 DEC",04-01,12-01,,22,23,1,,1,,1,,,,,,
"SB-UU-A","\P 21h-22h MAR et JEU 1 AVRIL au 1 DEC",04-01,12-01,,21,22,1,,1,,1,,,,,,
"SB-UX-A","\P 23h30-00h30 LUN et MER 1 AVRIL au 1 DEC",04-01,12-01,,"23.5",,1,1,,1,,,,,,,
"SB-UY-A","\P 23H30-00h30 MAR et JEU 1 AVRIL au 1 DEC",04-01,12-01,,"23.5",,1,,1,,1,,,,,,
"SB-VA","\P 08h-09h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,8,9,1,,1,,,1,,,,,
"SB-VA-A","\P 08h-09h MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,8,9,1,,1,,,1,,,,,
"SB-VB","\P 08h30-09h30 MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,"8.5","9.5",1,,1,,,1,,,,,
"SB-VB-A","\P 08h30-09h30 MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,"8.5","9.5",1,,1,,,1,,,,,
"SB-VC","\P 09h-10h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,9,10,1,,1,,,1,,,,,
"SB-VC-A","\P 09h-10h MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,9,10,1,,1,,,1,,,,,
"SB-VD","\P 09h30-10h30 MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,"9.5","10.5",1,,1,,,1,,,,,
"SB-VD-A","\P 09h30-10h30 MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,"9.5","10.5",1,,1,,,1,,,,,
"SB-VE","\P 10h-11h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,10,11,1,,1,,,1,,,,,
"SB-VE-A","\P 10h-11h MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,10,11,1,,1,,,1,,,,,
"SB-VF","\P 10h30-11h30 MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,"10.5","11.5",1,,1,,,1,,,,,
"SB-VF-A","\P 10h30-11h30 MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,"10.5","11.5",1,,1,,,1,,,,,
"SB-VG","\P 11h-12h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,11,12,1,,1,,,1,,,,,
"SB-VH","\P 11h30-12h30 MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,"11.5","12.5",1,,1,,,1,,,,,
"SB-VJ","\P 12h-13h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,12,13,1,,1,,,1,,,,,
"SB-VJ-A","\P 12h-13h MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,12,13,1,,1,,,1,,,,,
"SB-VK","\P 12h30-13h30 MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,"12.5","13.5",1,,1,,,1,,,,,
"SB-VK-A","\P 12h30-13h30 MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,"12.5","13.5",1,,1,,,1,,,,,
"SB-VM","\P 13h30-14h30 MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,"13.5","14.5",1,,1,,,1,,,,,
"SB-VM-A","\P 13h30-14h30 MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,"13.5","14.5",1,,1,,,1,,,,,
"SB-VO","\P 14h30-15h30 MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,"14.5","15.5",1,,1,,,1,,,,,
"SB-VR","\P 16h-17h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,16,17,1,,1,,,1,,,,,
"SB-VS","\P 13h-14h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,13,14,1,,1,,,1,,,,,
"SB-VS-A","\P 13h-14h MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,13,14,1,,1,,,1,,,,,
"SB-VT","\P 14h-15h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,14,15,1,,1,,,1,,,,,
"SB-VT-A","\P 14h-15h MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,14,15,1,,1,,,1,,,,,
"SB-VU","\P 17h30-18h30 MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,"17.5","18.5",1,,1,,,1,,,,,
"SB-VU-A","\P 17h30-18h30 MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,"17.5","18.5",1,,1,,,1,,,,,
"SB-VV","\P 07h30-08h30 MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,"7.5","8.5",1,,1,,,1,,,,,
"SB-VV-A","\P 07h30-08h30 MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,"7.5","8.5",1,,1,,,1,,,,,
"SB-VW","\P 17h-18h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,17,18,1,,1,,,1,,,,,
"SB-VW-A","\P 17h-18h MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,17,18,1,,1,,,1,,,,,
"SB-VX","\P 07h-08h MAR. VEN. 1 MARS AU 1 DEC.",03-01,12-01,,7,8,1,,1,,,1,,,,,
"SB-VX-A","\P 07h-08h MAR. VEN. 1 AVRIL AU 1 DEC.",04-01,12-01,,7,8,1,,1,,,1,,,,,
"SB-VY-A","\P 19h30-20h30 MAR. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,"19.5","20.5",1,,1,,1,,,,,,
"SB-VZ-A","\P 22h-23h LUN. MER. 1 AVRIL AU 1 DEC.",04-01,12-01,,22,23,1,1,,1,,,,,,,
"SB-WA-A","\P 20h-21h MAR. JEU. 1 AVRIL AU 1 DEC",04-01,12-01,,20,21,1,,1,,1,,,,,,
"SB-WC-A","\P 22h-23h MAR. JEU. 1 AVRIL AU 1 DEC.",04-01,12-01,,22,23,1,,1,,1,,,,,,
"SC-AA","\P 06h-07h LUN. MER. VEN. SAM. 1 AVRIL AU 1 DEC.",04-01,12-01,,6,7,1,1,,1,,1,1,,,,
"SC-AB","\P 07h-08h LUN. MER. VEN. SAM. 1 AVRIL AU 1 DEC.",04-01,12-01,,7,8,1,1,,1,,1,1,,,,
"SC-JA","\P 09h-17h MAR. MER. VEN. SAM. DIM.",,,,9,17,8,,1,1,,1,1,1,,,
"SC-JC","\P 08h-18h MAR. MER. VEN. SAM.",,,,8,18,10,,1,1,,1,1,,,,
"SC-JD","\P 08h-16h MAR. MER. JEU. VEN.",,,,8,16,8,,1,1,1,1,,,,,
"SC-JE","\P 09h-17h LUN, MAR, JEU, VEN",,,,9,17,8,1,1,,1,1,,,,,
"SC-JF","\P 9h-21h MAR. JEU. SAM. DIM",,,,9,21,12,,1,,1,,1,1,,,
"SD-AB","\P 06h-07h 1 MARS AU 1 DEC.",03-01,12-01,,6,7,1,,,,,,,,1,,
"SD-AB-A","\P 06h-07h 1 AVRIL AU 1 DEC.",04-01,12-01,,6,7,1,,,,,,,,1,,
"SD-AC","\P 07h30-08h30 1 MARS AU 1 DEC.",03-01,12-01,,"7.5","8.5",1,,,,,,,,1,,
"SD-AC-A","\P 07h30-08h30 1 AVRILS AU 1 DEC.",04-01,12-01,,"7.5","8.5",1,,,,,,,,1,,
"SD-AD","\P 07h-08h 1 MARS AU 1 DEC.",03-01,12-01,,7,8,1,,,,,,,,1,,
"SD-AE","\P 9h-13h",,,,9,13,4,,,,,,,,1,,
"SD-AF","\P 09h30-13h",,,,"9.5",13,"3.5",,,,,,,,1,,
"SD-AG","\P 06h30-07h30 1 MARS AU 1 DEC.",03-01,12-01,,"6.5","7.5",1,,,,,,,,1,,
"SD-AG-A","\P 06h30-07h30 1 AVRIL AU 1 DEC.",04-01,12-01,,"6.5","7.5",1,,,,,,,,1,,
"SD-AI","STAT. INT. 4H - 5H (1 MARS AU 1 DEC)",03-01,12-01,,4,5,1,,,,,,,,1,,
"SD-AI-A","STAT. INT. 4H - 5H (1 AVRIL AU 1 DEC)",04-01,12-01,,4,5,1,,,,,,,,1,,
"SD-AJ","STAT. INT. DE 5H - 7H (1 MARS AU 1 DEC)",03-01,12-01,,5,7,2,,,,,,,,1,,
"SD-AJ-A","STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC)",04-01,12-01,,5,7,2,,,,,,,,1,,
"SD-AL","\P 05h-09h",,,,5,9,4,,,,,,,,1,,
"SD-AU","\P AUX AUTOBUS",,,,0,24,24,,,,,,,,1,,"bus"
"SD-CM","\P AUX CAMIONS",,,,0,24,24,,,,,,,,1,,"truck"
"SD-CP","\P DANS LE CENTRE DU PARKING",,,,0,24,24,,,,,,,,1,,"Distance_parking_center"
"SD-JA","\P 07h-19h",,,,7,19,12,,,,,,,,1,,
"SD-JB","\P 08h-16h",,,,8,16,8,,,,,,,,1,,
"SD-JC","\P 08h-17h",,,,8,17,9,,,,,,,,1,,
"SD-JD","\P 08h-19h",,,,8,19,11,,,,,,,,1,,
"SD-JE","\P 09h-23h",,,,9,23,14,,,,,,,,1,,
"SD-JF","\P 09h-21h",,,,9,21,12,,,,,,,,1,,
"SD-JG","\P 18h-23h",,,,18,23,5,,,,,,,,1,,
"SD-JH","\P 09h-17h",,,,9,17,8,,,,,,,,1,,
"SD-JI","\P 07h-17h",,,,7,17,10,,,,,,,,1,,
"SD-JJ","\P 09h-21h30",,,,9,"21.5","12.5",,,,,,,,1,,
"SD-JK","\P 08h-21h30",,,,8,"21.5","13.5",,,,,,,,1,,
"SD-JL","\P 09h30-22h30",,,,"9.5","22.5",13,,,,,,,,1,,
"SD-JM","\P 09h-20h",,,,9,20,11,,,,,,,,1,,
"SD-JN","\P 07h-24h",,,,7,24,17,,,,,,,,1,,
"SD-JO","\P 07h-22h",,,,7,22,15,,,,,,,,1,,
"SD-JP","\P 09h-22h30",,,,9,"22.5","13.5",,,,,,,,1,,
"SD-JQ","\P 10h-22h30",,,,10,"22.5","12.5",,,,,,,,1,,
"SD-JR","\P 09h-22h",,,,9,22,13,,,,,,,,1,,
"SD-JS","\P 08h-22h30",,,,8,"22.5","14.5",,,,,,,,1,,
"SD-JT","\P 08h-24h",,,,8,24,16,,,,,,,,1,,
"SD-JU","\P 09h-19h",,,,9,19,10,,,,,,,,1,,
"SD-JY","\P 07h-16h",,,,7,16,9,,,,,,,,1,,
"SD-NA","\P 01h-07h",,,,1,7,6,,,,,,,,1,,
"SD-NC","\P 21h-07h",,,,21,,10,,,,,,,,1,,
"SD-ND","\P 17h-08h",,,,17,,15,,,,,,,,1,,
"SD-NE","\P 17h-09h",,,,17,,16,,,,,,,,1,,
"SD-NF","\P 19h-07h",,,,19,,12,,,,,,,,1,,
"SD-NG","\P 19h-08h",,,,19,,13,,,,,,,,1,,
"SD-NH","\P 18h-09h",,,,18,,15,,,,,,,,1,,
"SD-NJ","\P 18h-07h",,,,18,,13,,,,,,,,1,,
"SD-NK","\P 23h-07h",,,,23,,8,,,,,,,,1,,
"SD-NL","\P 24h-06h",,,,24,,6,,,,,,,,1,,
"SD-NP","\P 00h-06h",,,,0,6,6,,,,,,,,1,,
"SD-NQ","\P 19h-06h30 EXCEPTE TAXI",,,,19,,"11.5",,,,,,,,1,,"taxi"
"SD-OA","\P 09h-18h",,,,9,18,9,,,,,,,,1,,
"SD-OB","\P 09h30-18h",,,,"9.5",18,"8.5",,,,,,,,1,,
"SD-OC","\P 07h-18h",,,,7,18,11,,,,,,,,1,,
