"code","description","season_start","season_end","time_max_parking","time_start","time_end","time_duration","lun","mar","mer","jeu","ven","sam","dim","daily","special_days","restrict_typ"
"SD-OD","\P 08h-18h",,,,8,18,10,,,,,,,,1,,
"SD-OE","\P MARS 01 A DEC. 01",03-01,12-01,,0,,24,,,,,,,,1,,
"SD-OF","\P 16 NOV. AU 14 MARS",11-16,03-14,,0,,24,,,,,,,,1,,
"SD-OG","\P 15 AVRIL AU 1 NOVEMBRE",04-15,11-01,,0,,24,,,,,,,,1,,
"SD-OH","\P 09h30-15h30",,,,"9.5","15.5",6,,,,,,,,1,,
"SD-OI","\P 1ER DECEMBRE AU 1ER MARS",12-01,03-01,,0,,24,,,,,,,,1,,
"SD-OJ","\P 07h-19h (TEMPORAIRE - PLANCHE)",,,,7,19,12,,,,,,,,1,,
"SD-OM","\P 06h30-18h",,,,"6.5",18,"11.5",,,,,,,,1,,
"SD-ON","\P 07h30-18h",,,,"7.5",18,"10.5",,,,,,,,1,,
"SD-OQ","\P 1 NOV. AU 1 AVRIL   CHUTE A NEIGE",11-01,04-01,,0,,24,,,,,,,,1,,
"SD-OR","\P 1 AVRIL AU 15 NOVEMBRE",04-01,11-15,,0,,24,,,,,,,,1,,
"SD-PB","\P 13h-16h",,,,13,16,3,,,,,,,,1,,
"SD-PE","\P 13h-21h",,,,13,21,8,,,,,,,,1,,
"SD-RC","\P 15h-22h",,,,15,22,7,,,,,,,,1,,
"SD-RM","\P AUX REMORQUES",,,,0,,24,,,,,,,,1,,
"SD-SA","\P 18h-3h",,,,18,,9,,,,,,,,1,,
"SD-SP","\P 17h-24h",,,,17,24,7,,,,,,,,1,,
"SD-SR","\P 18h-24h",,,,18,24,6,,,,,,,,1,,
"SD-SS","\P 18h30 A 24h00",,,,"18.5",24,"5.5",,,,,,,,1,,
"SD-TC","\P DEUX COTES",,,,0,,24,,,,,,,,1,,
"SD-TT","\P EN TOUT TEMPS",,,,0,,24,,,,,,,,1,,
"SD-TU","\P EN TOUT TEMPS",,,,0,,24,,,,,,,,1,,
"SD-VR","\P CARAVANE  HABITATION MOTORISEE  VEHICULE RECREATIF",,,,0,,24,,,,,,,,,,"caravane,motor_home,recreative_vehicule"
"SD-ZB","\P 09h-17h LUN.",,,,9,17,8,1,,,,,,,,,
"SD-ZD","\P 09h-17h LUN. JEU.",,,,9,17,8,1,,,1,,,,,,
"SD-ZE","\P 09h-17h MAR.",,,,9,17,8,,1,,,,,,,,
"SE-JA","\P 07h30-15h JOURS D'ECOLE",,,,"7.5",15,"7.5",,,,,,,,,"school",
"SE-JB","\P 08h-16h JOURS D'ECOLE",,,,8,16,8,,,,,,,,,"school",
"SE-JC","\P 08h-17h JOURS D'ECOLE",,,,8,17,9,,,,,,,,,"school",
"SE-JD","\P 07h30-16h JOURS D'ECOLE",,,,"7.5",16,"8.5",,,,,,,,,"school",
"SE-JE","\P 07h30-17h JOURS D'ECOLE",,,,"7.5",17,"9.5",,,,,,,,,"school",
"SE-JG","\P 07h-16h JOURS D'ECOLE",,,,7,16,9,,,,,,,,,"school",
"SE-JH","\P 08h30-15h JOURS D'ECOLE",,,,"8.5",15,"6.5",,,,,,,,,"school",
"SE-JI","\P 7h30-9h 14h30-16h30 JOURS D'ECOLE",,,,"7.5",9,"1.5",,,,,,,,,"school",
"SE-JI","\P 7h30-9h 14h30-16h30 JOURS D'ECOLE",,,,"14.5","16.5",2,,,,,,,,,"school",
"SE-JJ","\P 08h-14h30 JOURS D'ECOLE",,,,8,"14.5","6.5",,,,,,,,,"school",
"SE-JK","\P 07h30-18h JOURS D'ECOLE",,,,"7.5",18,"10.5",,,,,,,,,"school",
"SE-JL","\P 07h-17h JOURS D'ECOLE",,,,7,17,10,,,,,,,,,"school",
"SE-JM","\P 08h-09h, 14h30-17h JOURS D'ECOLES",,,,8,9,1,,,,,,,,,"school",
"SE-JM","\P 08h-09h, 14h30-17h JOURS D'ECOLES",,,,"14.5",17,"2.5",,,,,,,,,"school",
"SE-JN","\P 08h-15h30 JOURS D'ECOLE",,,,8,"15.5","7.5",,,,,,,,,"school",
"SE-JQ","\P 09h30-16h JOURS D'ECOLE",,,,"9.5",16,"6.5",,,,,,,,,"school",
"SL-AB","\P LIVRAISON SEULEMENT 07h-12h LUN A VEN",,,,7,12,5,1,1,1,1,1,,,,,"delivery"
"SL-AK","\P LIVRAISON SEULEMENT 6h-12h LUNDI A VENDREDI",,,,6,12,6,1,1,1,1,1,,,,,"delivery"
"SL-AL","\P LIVRAISON SEULEMENT 07h-11h LUN A VEN",,,,7,11,4,1,1,1,1,1,,,,,"delivery"
"SL-AM","\P LIVRAISON SEULEMENT 09h-13h LUN. AU SAM.",,,,9,13,4,1,1,1,1,1,1,,,,"delivery"
"SL-AN","\P LIVRAISON SEULEMENT 08h-12h LUN. AU VEN.",,,,8,12,4,1,1,1,1,1,,,,,"delivery"
"SL-AQ","\P LIVRAISON SEULEMENT 09h30-12h LUN. AU VEN.",,,,"9.5",12,"2.5",1,1,1,1,1,,,,,"delivery"
"SL-AV","\P LIVRAISON SEULEMENT 08h-11h LUN. AU VEN.",,,,8,11,3,1,1,1,1,1,,,,,"delivery"
"SL-JA","\P LIVRAISON SEULEMENT 08h00-15h30 LUN. AU VEN.",,,,8,"15.5","7.5",1,1,1,1,1,,,,,"delivery"
"SL-JB","\P LIVRAISON SEULEMENT 08h-16h LUN. AU VEN.",,,,8,16,8,1,1,1,1,1,,,,,"delivery"
"SL-JC","\P LIVRAISON SEULEMENT 08h-17h LUN. AU VEN.",,,,8,17,9,1,1,1,1,1,,,,,"delivery"
"SL-JD","\P LIVRAISON SEULEMENT 08h-19h LUN. AU VEN.",,,,8,19,11,1,1,1,1,1,,,,,"delivery"
"SL-JE","\P LIVRAISON SEULEMENT 07h30-13h30 30 JUIN AU 30 AOUT",06-30,08-30,,"7.5","13.5",6,,,,,,,,1,,"delivery"
"SL-JF","\P LIVRAISON SEULEMENT 09h30-15h30 LUN. AU VEN.",,,,"9.5","15.5",6,1,1,1,1,1,,,,,"delivery"
"SL-JG","\P LIVRAISON SEULEMENT 08h-18h LUN A SAM",,,,8,18,10,1,1,1,1,1,1,,,,"delivery"
"SL-JH","\P LIVRAISON SEULEMENT 09h-17h LUN. AU VEN.",,,,9,17,8,1,1,1,1,1,,,,,"delivery"
"SL-JI","\P LIVRAISON SEULEMENT 07h-17h LUN. AU VEN.",,,,7,17,10,1,1,1,1,1,,,,,"delivery"
"SL-JJ","\P LIVRAISON SEULEMENT 07h-17h LUN. AU SAM.",,,,7,17,10,1,1,1,1,1,1,,,,"delivery"
"SL-JK","\P LIVRAISON SEULEMENT 07h-18h LUN. AU VEN.",,,,7,18,11,1,1,1,1,1,,,,,"delivery"
"SL-JL","\P LIVRAISON SEULEMENT 07h-18h LUN. AU SAM.",,,,7,18,11,1,1,1,1,1,1,,,,"delivery"
"SL-JM","\P LIVRAISON SEULEMENT 09h-17h LUN A SAM",,,,9,17,8,1,1,1,1,1,1,,,,"delivery"
"SL-JN","\P LIVRAISON SEULEMENT 07h-16h LUN A VEN",,,,7,16,9,1,1,1,1,1,,,,,"delivery"
"SL-JO","\P LIVRAISON SEULEMENT 09h-16h LUN A VEN",,,,9,16,7,1,1,1,1,1,,,,,"delivery"
"SL-JQ","\P LIVRAISON SEULEMENT 09h30-16h LUN. AU VEN.",,,,"9.5",16,"6.5",1,1,1,1,1,,,,,"delivery"
"SL-JR","\P LIVRAISON SEULEMENT 07h-15h30 LUN. A VEN.",,,,7,"15.5","8.5",1,1,1,1,1,,,,,"delivery"
"SL-JS","\P LIVRAISON SEULEMENT 09h30-18h LUN. AU VEN.",,,,"9.5",18,"8.5",1,1,1,1,1,,,,,"delivery"
"SL-JT","\P LIVRAISON SEULEMENT 09h-15h30 LUN. AU VEN.",,,,9,"15.5","6.5",1,1,1,1,1,,,,,"delivery"
"SL-JU","\P LIVRAISON SEULEMENT 07h30-15h30 LUN A VEN",,,,"7.5","15.5",8,1,1,1,1,1,,,,,"delivery"
"SL-JV","\P LIVRAISON SEULEMENT 07h-19h",,,,7,9,2,,,,,,,,1,,"delivery"
"SL-JW","\P LIVRAISON SEULEMENT 7h-15h LUN A VEN",,,,7,15,8,1,1,1,1,1,,,,,"delivery"
"SL-JX","\P LIVRAISON SEULEMENT 8h-11h 18h-21h LUN AU VEN",,,,8,11,3,1,1,1,1,1,,,,,"delivery"
"SL-JX","\P LIVRAISON SEULEMENT 8h-11h 18h-21h LUN AU VEN",,,,18,21,3,1,1,1,1,1,,,,,"delivery"
"SL-JY","\P LIVRAISON SEULEMENT 9h-15h LUN A VEN",,,,9,15,6,1,1,1,1,1,,,,,"delivery"
"SL-JZ","\P LIVRAISON SEULEMENT 8h-15h LUN A VEN",,,,8,15,7,1,1,1,1,1,,,,,"delivery"
"SL-KA","\P LIVRAISON SEULEMENT 09h30-19h LUN A SAM",,,,"9.5",19,"9.5",1,1,1,1,1,1,,,,"delivery"
"SL-OA","\P LIVRAISON SEULEMENT 09h-18h LUN. AU VEN.",,,,9,18,9,1,1,1,1,1,,,,,"delivery"
"SL-OB","\P LIVRAISON SEULEMENT 11h-14h LUN A VEN",,,,11,14,3,1,1,1,1,1,,,,,"delivery"
"SL-PB","\P LIVRAISON SEULEMENT 13h-16h LUN. AU VEN.",,,,13,16,3,1,1,1,1,1,,,,,"delivery"
"SL-PK","\P LIVRAISON SEULEMENT 13h-17h LUN. AU VEN.",,,,13,17,4,1,1,1,1,1,,,,,"delivery"
"SL-PM","\P LIVRAISON SEULEMENT 13h-18h LUN. AU SAM.",,,,13,18,5,1,1,1,1,1,1,,,,"delivery"
"SL-TT","\P LIVRAISON SEULEMENT EN TOUT TEMPS",,,,0,,24,,,,,,,,1,,"delivery"
"SLR-ST-01","REMORQUAGE",,,,0,24,24,,,,,,,,1,,
"SLR-ST-02","REMORQUAGE À VOS FRAIS",,,,0,24,24,,,,,,,,1,,
"SLR-ST-03","EXCEPTÉ VÉHICULES AUTORISÉS",,,,0,,24,,,,,,,,1,,"authorized"
"SLR-ST-04","EXCEPTÉ VÉHICULES COMMUNAUTO",,,,0,,24,,,,,,,,1,,"communauto"
"SLR-ST-05","RÉSERVÉ MESSAGER",,,,0,,24,,,,,,,,1,,"messenger"
"SLR-ST-06","ZONE DE LIVRAISON",,,,0,,24,,,,,,,,1,,"delivery"
"SLR-ST-07","DÉBARCADÃˆRE SEULEMENT",,,3,0,,24,,,,,,,,1,,"dropoff"
"SLR-ST-08","5 MÃˆTRES",,,,,,0,,,,,,,,,,"distance_5m"
"SLR-ST-09","15 MÃˆTRES",,,,,,0,,,,,,,,,,"distance_15m"
"SLR-ST-10","50 MÃˆTRES",,,,,,0,,,,,,,,,,"distance_50m"
"SLR-ST-100","13H À 17H MAR JEU",,,,13,17,4,,1,,1,,,,,,
"SLR-ST-101","13H À 17H MAR JEU 15 AVR - 15 NOV",04-15,11-15,,13,17,4,,1,,1,,,,,,
"SLR-ST-102","15H À 17H MAR JEU",,,,15,17,2,,1,,1,,,,,,
"SLR-ST-103","18H À 24H MAR JEU",,,,18,24,6,,1,,1,,,,,,
"SLR-ST-104","MAR JEU SAM",,,,0,,24,,1,,1,,1,,,,
"SLR-ST-108","8H À 17H MAR JEU SAM DIM",,,,8,17,9,,1,,1,,1,1,,,
"SLR-ST-109","8H À 18H MAR JEU SAM",,,,8,18,10,,1,,1,,1,,,,
"SLR-ST-11","6 PIEDS DE CHAQUE CÃ”TÉ DU TROTTOIR",,,,,,0,,,,,,,,,,"distance_2m"
"SLR-ST-113","10 MIN",,,10,0,24,24,,,,,,,,1,,
"SLR-ST-114","10 MIN DÉBARCADÃˆRE",,,10,0,24,24,,,,,,,,1,,"dropoff"
"SLR-ST-115","10 MIN (pour famille)",,,10,0,24,24,,,,,,,,1,,"family"
"SLR-ST-116","10 MIN - JOURS DE CLASSE",,,10,0,24,24,,,,,,,,,"school",
"SLR-ST-117","10 MIN 7H À 17H JOURS DE CLASSE",,,10,7,17,10,,,,,,,,,"school",
"SLR-ST-118","10 MIN 7H À 18H LUN À VEN",,,10,7,18,11,1,1,1,1,1,,,,,
"SLR-ST-119","DÉBARCADÃˆRE DE COURTE DURÉE RÉSERVÉ AUX FAMILLES AVEC JEUNES ENFANTS",,,3,0,24,24,,,,,,,,1,,"big_family"
"SLR-ST-120","15 MIN JOURS DE CLASSE",,,15,0,24,24,,,,,,,,,"school",
"SLR-ST-121","15 MIN EXCEPTÉ LIVRAISON",,,15,0,24,24,,,,,,,,1,,"delivery"
"SLR-ST-122","15 MIN LUN À VEN",,,15,0,24,24,1,1,1,1,1,,,,,
"SLR-ST-123","15 MIN - LUN au VEN - JOURS DE CLASSE",,,15,0,24,24,1,1,1,1,1,,,,"school",
"SLR-ST-124","15 MIN 7H À 9H 15H À 18H JOURS DE CLASSE",,,15,7,19,12,,,,,,,,,"school",
"SLR-ST-124","15 MIN 7H À 9H 15H À 18H JOURS DE CLASSE",,,15,15,18,3,,,,,,,,,"school",
"SLR-ST-126","15 MIN 8H À 16H JOURS DE CLASSE",,,15,8,16,8,,,,,,,,,"school",
"SLR-ST-127","15 MIN 8H À 17H JOURS DE CLASSE DÉBARCADÃˆRE",,,15,7,17,10,,,,,,,,,"school","dropoff"
"SLR-ST-128","30 MIN",,,30,0,24,24,,,,,,,,1,,
"SLR-ST-129","VISITEURS 30 MIN MAX",,,30,0,24,24,,,,,,,,1,,"visitor"
"SLR-ST-13","SABBAT ET JOURS DE FÊTE",,,,0,24,24,,,,,,,,,"holiday",
"SLR-ST-13","SABBAT ET JOURS DE FÊTE",,,,19,,24,,,,,1,,,,,
"SLR-ST-131","30 MIN 8H À 22H",,,30,8,22,14,,,,,,,,1,,
"SLR-ST-132","30 MIN 8H À 18H LUN AU VEN",,,30,8,18,10,1,1,1,1,1,,,,,
"SLR-ST-133","30 MIN 8H À 18H LUN MER VEN",,,30,8,18,10,1,,1,,1,,,,,
"SLR-ST-134","30 MIN 9H À 16H LUN À VEN",,,30,9,16,7,1,1,1,1,1,,,,,
"SLR-ST-136","60 MIN - VISITEUR - SEULEMENT",,,60,0,24,24,,,,,,,,1,,"visitor"
"SLR-ST-137","60 MIN 7H À 18H - LUN À VEN",,,60,7,18,11,1,1,1,1,1,,,,,
"SLR-ST-138","60 MIN 7H À 18H MAR JEU SAM",,,60,7,18,11,,1,,1,,1,,,,
"SLR-ST-139","60 MIN - 8H À 18H - LUN MER VEN",,,60,8,18,10,1,,1,,1,,,,,
"SLR-ST-14","EXCEPTÉ DIMANCHE ET JOURS DE FÊTE",,,,0,24,24,1,1,1,1,1,1,,,"#NAME?",
"SLR-ST-140","60 MIN - 8H À 18H - MAR JEU",,,60,8,18,10,,1,,1,,,,1,,
"SLR-ST-141","60 MIN - 9H À 16H",,,60,9,16,7,,,,,,,,1,,
"SLR-ST-142","90 MIN",,,90,0,24,24,,,,,,,,1,,
"SLR-ST-143","120 MIN RÉSERVÉ AUX USAGERS DE LA BIBLIOTHÃˆQUE",,,120,0,24,24,,,,,,,,1,,"visitor_library"
"SLR-ST-144","120 MIN LUN MER VEN",,,120,0,24,24,1,,1,,1,,,,,
"SLR-ST-145","120 MIN 8H À 17H LUN MER VEN",,,120,8,17,9,1,,1,,1,,,,,
"SLR-ST-146","LUN AU VEN 120 MIN 9H À 16H",,,120,9,16,7,1,1,1,1,1,,,,,
"SLR-ST-147","120 MIN MAR JEU",,,120,0,24,24,,1,,1,,,,,,
"SLR-ST-148","120 MIN 8H À 17H MAR JEU",,,120,8,17,9,,1,,1,,,,,,
"SLR-ST-149","PERMISSION DE STATIONNER",,,,0,,24,,,,,,,,1,,"permit"
"SLR-ST-15","15 JUIN AU 1ER SEPT.",06-15,09-01,,0,24,24,,,,,,,,1,,
"SLR-ST-150","RÉSERVÉ INCENDIE",,,,0,24,24,,,,,,,,1,,"firefighters"
"SLR-ST-151","POUR LES EMPLOYÉS SEULEMENT",,,,0,24,24,,,,,,,,1,,"employees"
"SLR-ST-152","RÉSERVÉ BILBIOTHÃˆQUE",,,,0,24,24,,,,,,,,1,,"library"
"SLR-ST-153","ESPACE RÉSERVÉE NAVETTE CAPREIT",,,,0,24,24,,,,,,,,1,,"navette_capreit"
"SLR-ST-154","7H À 13H DIMANCHE",,,,7,13,6,,,,,,,1,,,
"SLR-ST-155","8H À 18H LUN MER VEN",,,,8,18,10,1,,1,,1,,,,,
"SLR-ST-156","11H À 14H LUN AU VEN",,,,11,14,3,1,1,1,1,1,,,,,
"SLR-ST-157","8H À 18H MAR JEU",,,,8,18,10,,1,,1,,,,,,
"SLR-ST-158","12H À 15H VENDREDI",,,,12,15,3,,,,,1,,,,,
"SLR-ST-159","8H À 18H SAM DIM - MAI-JUIN",05-01,06-30,,8,18,10,,,,,,1,1,,,
"SLR-ST-16","RÉSERVÉ AUTOBUS 15 JUIN au 1er SEPT.",06-15,09-01,,0,,24,,,,,,,,1,,"bus"
"SLR-ST-160","HANDICAPÉS - DÉBARCADÃˆRE (Bleu)",,,,0,,24,,,,,,,,1,,"handicap"
"SLR-ST-161","60 MIN",,,60,0,,24,,,,,,,,1,,
"SLR-ST-162","23H00 À 7H00 EXCEPTÉ VÉHICULES AUTORISÉS",,,,23,,8,,,,,,,,1,,"authorized"
"SLR-ST-163","LUN MER VEN",,,,0,,24,1,,1,,1,,,,,
"SLR-ST-164","8H À 16H MARDI MERCREDI",,,,8,16,8,,1,1,,,,,,,
"SLR-ST-165","MAR JEU SAM",,,,0,,24,,1,,1,,1,,,,
"SLR-ST-166","ESPACE RÉSERVÉ MER DIM",,,,0,,24,,,1,,,,1,,,"reserved"
"SLR-ST-167","HANDICAPÉS - 120 MIN",,,120,0,,24,,,,,,,,1,,"handicap"
"SLR-ST-17","15NOV - 15AVRIL",11-15,04-15,,0,,24,,,,,,,,1,,
"SLR-ST-170","ESPACE RÉSERVÉ 7H À 8H 15H30 À 16H30",,,,7,8,1,,,,,,,,1,,"reserved"
"SLR-ST-170","ESPACE RÉSERVÉ 7H À 8H 15H30 À 16H30",,,,"15.5","16.5",1,,,,,,,,1,,"reserved"
"SLR-ST-171","120 MIN 7H00-21H00 - LUN À VEN (VIGNETTE)",,,120,7,21,14,1,1,1,1,1,,,,,"permit"
"SLR-ST-176","ZONE D'ATTENTE POUR AUTOBUS DE LA STCUM SEULEMENT",,,,0,,24,,,,,,,,1,,"stcum"
"SLR-ST-177","ARRÊT - D'AUTOBUS",,,,0,,24,,,,,,,,1,,"bus"
"SLR-ST-178","ARRÊT D'AUTOBUS de 00H00 À 05H00",,,,0,5,5,,,,,,,,1,,"bus"
"SLR-ST-179","EXCEPTÉ AUTOBUS SCOLAIRE",,,,0,,24,,,,,,,,1,,"schoolbus"
"SLR-ST-18","EN TOUT TEMPS EXCEPTÉ MARDI DE 9H À 15H",,,,15,,162,,1,,,,,,,,
"SLR-ST-180","SAUF AUTOBUS SCOLAIRES JOURS DE CLASSE",,,,0,,24,,,,,,,,,"school","schoolbus"
"SLR-ST-181","SAUF AUTOBUS JOURS DE CLASSE",,,,0,,24,,,,,,,,1,,"bus"
"SLR-ST-182","7H00 À 9H00 13H00 À 16H00 JOURS DE CLASSE SAUF AUTOBUS",,,,7,9,2,,,,,,,,,"school","schoolbus"
"SLR-ST-182","7H00 À 9H00 13H00 À 16H00 JOURS DE CLASSE SAUF AUTOBUS",,,,13,16,3,,,,,,,,,"school","schoolbus"
"SLR-ST-183","7H00 À 9H00 - 14H00 À 16H00 - SAUF AUTOBUS JOURS DE CLASSE",,,,7,9,2,,,,,,,,,"school","schoolbus"
"SLR-ST-183","7H00 À 9H00 - 14H00 À 16H00 - SAUF AUTOBUS JOURS DE CLASSE",,,,14,16,2,,,,,,,,,"school","schoolbus"
"SLR-ST-184","7H00 À 9H00 - 14H00 À 16H00 - JOURS DE CLASSE",,,,7,9,2,,,,,,,,,"school",
"SLR-ST-184","7H00 À 9H00 - 14H00 À 16H00 - JOURS DE CLASSE",,,,14,16,2,,,,,,,,,"school",
"SLR-ST-185","7H30 À 16H30 - JOURS DE CLASSE",,,,"7.5","16.5",9,,,,,,,,,"school",
"SLR-ST-186","JOURS DE CLASSE",,,,0,24,24,,,,,,,,1,"school",
"SLR-ST-188","7H00 À 9H00 - 15H00 À 18H00 - LUN À VEN",,,,7,9,2,1,1,1,1,1,,,,,
"SLR-ST-188","7H00 À 9H00 - 15H00 À 18H00 - LUN À VEN",,,,15,18,3,1,1,1,1,1,,,,,
"SLR-ST-189","7H00 À 9H00 - 16H00 À 19H00 - LUN À VEN",,,,7,9,2,1,1,1,1,1,,,,,
"SLR-ST-189","7H00 À 9H00 - 16H00 À 19H00 - LUN À VEN",,,,16,19,3,1,1,1,1,1,,,,,
"SLR-ST-19","22H Ã  8H",,,,22,,10,,,,,,,,1,,
"SLR-ST-190","8H00 À 9H00 - 14H00 À 17H00 - LUN AU VEN",,,,8,9,1,1,1,1,1,1,,,,,
"SLR-ST-190","8H00 À 9H00 - 14H00 À 17H00 - LUN AU VEN",,,,14,17,3,1,1,1,1,1,,,,,
"SLR-ST-191","15H00 À 18H00 - LUN À VEN",,,,15,18,3,1,1,1,1,1,,,,,
"SLR-ST-192","16H À 19H - LUN À VEN",,,,16,19,3,1,1,1,1,1,,,,,
"SLR-ST-193","ARRÊT D'AUTOBUS LUNDI À VENDREDI",,,,0,,24,1,1,1,1,1,,,,,"bus"
"SLR-ST-194","ARRÊT D'AUTOBUS 5H30 À 9H - 14H30 À 18H - LUNDI À VENDREDI",,,,"5.5",9,"3.5",1,1,1,1,1,,,,,"bus"
"SLR-ST-194","ARRÊT D'AUTOBUS 5H30 À 9H - 14H30 À 18H - LUNDI À VENDREDI",,,,"14.5",18,"3.5",1,1,1,1,1,,,,,"bus"
"SLR-ST-195","ARRÊT D'AUTOBUS 5H30 À 9H30 - 14H30 À 18H30 - LUNDI À VENDREDI",,,,"5.5","9.5",4,1,1,1,1,1,,,,,"bus"
"SLR-ST-195","ARRÊT D'AUTOBUS 5H30 À 9H30 - 14H30 À 18H30 - LUNDI À VENDREDI",,,,"14.5","18.5",4,1,1,1,1,1,,,,,"bus"
"SLR-ST-196","ARRÊT D'AUTOBUS 5H30 À 9H30 - 14H45 À 18H30 - LUNDI À VENDREDI",,,,"5.5","9.5",4,1,1,1,1,1,,,,,"bus"
"SLR-ST-196","ARRÊT D'AUTOBUS 5H30 À 9H30 - 14H45 À 18H30 - LUNDI À VENDREDI",,,,"14.75","18.5","3.75",1,1,1,1,1,,,,,"bus"
"SLR-ST-197","ARRÊT D'AUTOBUS 05H30 À 10H00 LUNDI À VENDREDI",,,,"5.5",10,"4.5",1,1,1,1,1,,,,,"bus"
"SLR-ST-198","POSTE D'ATTENTE AUTOBUS 6H À 9H30 LUNDI À VENDREDI",,,,6,"9.5","3.5",1,1,1,1,1,,,,,"bus"
"SLR-ST-199","ARRÊT D'AUTOBUS 7H30 À 8H30 - 14H30 À 16H LUNDI À VENDREDI",,,,"7.5","8.5",1,1,1,1,1,1,,,,,"bus"
"SLR-ST-199","ARRÊT D'AUTOBUS 7H30 À 8H30 - 14H30 À 16H LUNDI À VENDREDI",,,,"14.5",16,"1.5",1,1,1,1,1,,,,,"bus"
"SLR-ST-20","EXCEPTÉ AUTOBUS SCOLAIRE",,,,0,,24,,,,,,,,1,,"schoolbus"
"SLR-ST-200","8H À 19H LUN MER VEN",,,,8,19,11,1,,1,,1,,,,,
"SLR-ST-201","8H À 19H MAR JEU",,,,9,19,10,,1,,1,,,,,,
"SLR-ST-204","\P 08h - 12h lundi  1er mars - 1er déc",03-01,12-01,,8,12,4,1,,,,,,,,,
"SLR-ST-205","\P 13h - 17h lundi 1er mars - 1er  déc",03-01,12-01,,13,17,4,1,,,,,,,,,
"SLR-ST-206","\P 08h -12h mardi 1er mars - 1er déc",03-01,12-01,,8,12,4,,1,,,,,,,,
"SLR-ST-207","\P 13h - 17h mardi 1er mars - 1er déc",03-01,12-01,,13,17,4,,1,,,,,,,,
"SLR-ST-208","\P 08h - 12h mercredi 1er mars - 1er déc",03-01,12-01,,8,12,4,,,1,,,,,,,
"SLR-ST-209","\P 13h - 17h mercredi 1er mars - 1er déc",03-01,12-01,,13,17,4,,,1,,,,,,,
"SLR-ST-21","SAUF AUTOBUS SCOLAIRE - JOURS DE CLASSE",,,,0,,24,,,,,,,,1,"school","schoolbus"
"SLR-ST-210","\P 08h - 12h jeudi 1er mars - 1er déc",03-01,12-01,,8,12,4,,,,1,,,,,,
"SLR-ST-211","\P 13h - 17h jeudi 1er mars - 1er déc",03-01,12-01,,13,17,4,,,,1,,,,,,
"SLR-ST-22","8H Ã  17H - JOURS DE CLASSE - SAUF AUTOBUS SCOLAIRE",,,,8,17,9,,,,,,,,,"school","schoolbus"
"SLR-ST-23","7H30 À 18H00 JOURS DE CLASSE",,,,"7.5",18,"10.5",,,,,,,,,"school",
"SLR-ST-24","8H À 17H30 JOURS DE CLASSE",,,,8,"17.5","9.5",,,,,,,,,"school",
"SLR-ST-25","9H00 Ã  15H30 JOURS DE CLASSE",,,,9,"15.5","6.5",,,,,,,,,"school",
"SLR-ST-26","9H À 17H JOURS DE CLASSE",,,,9,17,8,,,,,,,,,"school",
"SLR-ST-29","9H Ã  11H - LUNDI - ENTRETIEN",,,,9,11,2,1,,,,,,,,,"maintenance"
"SLR-ST-30","9H Ã  11H - LUNDI - 15 AVR - 15 NOV",04-15,11-15,,9,11,2,1,,,,,,,,,
"SLR-ST-31","9H À 11H LUNDI 15 AVR - 15 NOV ENTRETIEN",04-15,11-15,,9,11,2,1,,,,,,,,,"maintenance"
"SLR-ST-32","9H00 Ã  12H00 LUNDI",,,,9,12,3,1,,,,,,,,,
"SLR-ST-34","9H Ã  12H - LUNDI - 15 AVR au 15 NOV - ENTRETIEN",04-15,11-15,,9,12,3,1,,,,,,,,,"maintenance"
"SLR-ST-35","7H Ã  12H MARDI",,,,7,12,5,,1,,,,,,,,
"SLR-ST-36","7H Ã  14H MARDI",,,,7,14,7,,1,,,,,,,,
"SLR-ST-37","8H Ã  12H MARDI",,,,8,12,4,,1,,,,,,,,
"SLR-ST-38","8H Ã  16H30 - MARDI - ENTRETIEN",,,,8,"16.5","8.5",,1,,,,,,,,"maintenance"
"SLR-ST-39","9H À 11H MARDI ENTRETIEN",,,,9,11,2,,1,,,,,,,,"maintenance"
"SLR-ST-40","9H À 11H MARDI 15 AVR - 15 NOV",04-15,11-15,,9,11,2,,1,,,,,,,,
"SLR-ST-41","9H00 Ã  12H00 MARDI",,,,9,12,3,,1,,,,,,,,
"SLR-ST-43","9H À 12H - MARDI - 15 AVR AU 15 NOV - ENTRETIEN",04-15,11-15,,9,12,3,,1,,,,,,,,"maintenance"
"SLR-ST-44","9H À 15H MARDI",,,,9,15,6,,1,,,,,,,,
"SLR-ST-45","13H00 À 14H00 MARDI 15 AVR - 15 NOV",04-15,11-15,,13,14,1,,1,,,,,,,,
"SLR-ST-46","13H À 15H MARDI 15 MARS - 15 NOVEMBRE - ENTRETIEN",03-15,11-15,,13,15,2,,1,,,,,,,,
"SLR-St-47","13H À 17H MARDI",,,,13,17,4,,1,,,,,,,,
"SLR-ST-48","8H Ã  12H - MERCREDI",,,,8,12,4,,,1,,,,,,,
"SLR-ST-49","13H Ã  15H MERCREDI 15 MRS - 15 NOV. ENTRETIEN",03-15,11-15,,12,15,3,,,1,,,,,,,"maintenance"
"SLR-ST-51","13H À 17H MERCREDI",,,,13,17,4,,,1,,,,,,,
"SLR-ST-52","8H À 12H - JEUDI",,,,8,12,4,,,,1,,,,,,
"SLR-ST-53","12H À 16H JEUDI",,,,12,16,4,,,,1,,,,,,
