code,description,season_start,season_end,time_max_parking,time_start,time_end,time_duration,lun,mar,mer,jeu,ven,sam,dim,daily,special_days,metered,restrict_typ,permit_no
PS-38E,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM,,,,12,14,2,1,1,1,1,1,,,,,,trucks,
PS-38EA,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY NOON-2PM ,,,,12,14,2,1,1,1,1,1,,,,,,trucks,
PS-38G,NO PARKING MONDAY-FRIDAY 7AM-7PM,,,,7,19,12,1,1,1,1,1,,,,,,,
PS-38GA,NO PARKING MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,,
PS-39B,NO PARKING  WEDNESDAY 11:30AM-1PM,,,,11.5,13,1.5,,,1,,,,,,,,,
PS-39BA,NO PARKING WEDNESDAY 11:30AM-1PM ,,,,11.5,13,1.5,,,1,,,,,,,,,
PS-39CA,1 HMP MONDAY-FRIDAY 6PM-10PM SATURDAY 9AM-10PM ,,,60,9,22,13,,,,,,1,,,,1,,
PS-39CA,1 HMP MONDAY-FRIDAY 6PM-10PM SATURDAY 9AM-10PM ,,,60,18,22,4,1,1,1,1,1,,,,,1,,
PS-39DA,STAR  AVO HUMAN RESOURCES ADMINISTRATION ,,,,0,24,24,,,,,,,,1,,,government,
PS-39E,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY 10AM-NOON,,,,10,12,2,1,1,1,1,1,,,,,,trucks,
PS-39EA,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY 10AM-NOON ,,,,10,12,2,1,1,1,1,1,,,,,,trucks,
PS-39G,NO PARKING 8AM-6PM EXCEPT SUNDAY,,,,8,18,10,1,1,1,1,1,1,,,,,,
PS-39GA,NO PARKING 8AM-6PM EXCEPT SUNDAY ,,,,8,18,10,1,1,1,1,1,1,,,,,,
PS-3B,NO PARKING  TUESDAY FRIDAY 3AM-6AM,,,,3,6,3,,1,,,1,,,,,,,
PS-3BA,NO PARKING  TUESDAY FRIDAY 3AM-6AM ,,,,3,6,3,,1,,,1,,,,,,,
PS-3C,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 8AM-MIDNIGHT EXCEPT SUNDAY,,,180,8,24,16,1,1,1,1,1,1,,,,1,permit,commercial
PS-3CA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 8AM-MIDNIGHT EXCEPT SUNDAY ,,,180,8,24,16,1,1,1,1,1,1,,,,1,permit,commercial
PS-3D,PRESS  NYP LICENSE PLATES ONLY,,,,0,24,24,,,,,,,,1,,,permit,press
PS-3DA,PRESS  NYP LICENSE PLATES ONLY ,,,,0,24,24,,,,,,,,1,,,permit,press
PS-3E,TRUCK  TRUCK LOADING ONLY 8AM-10AM EXCEPT SUNDAY,,,,8,10,2,1,1,1,1,1,1,,,,,trucks,
PS-3EA,TRUCK  TRUCK LOADING ONLY 8AM-10AM EXCEPT SUNDAY ,,,,8,10,2,1,1,1,1,1,1,,,,,trucks,
PS-3G,NO STOPPING ANYTIME,,,,0,24,24,,,,,,,,1,,,,
PS-3GA,NO STOPPING ANYTIME ,,,,0,24,24,,,,,,,,1,,,,
PS-40B,NO PARKING  THURSDAY 11:30AM-1PM,,,,11.5,13,1.5,,,,1,,,,,,,,
PS-40BA,NO PARKING  THURSDAY 11:30AM-1PM ,,,,11.5,13,1.5,,,,1,,,,,,,,
PS-40CA,1 HMP MONDAY-FRIDAY NOON-10PM SATURDAY 9AM-10PM ,,,60,9,22,13,,,,,,1,,,,1,,
PS-40CA,1 HMP MONDAY-FRIDAY NOON-10PM SATURDAY 9AM-10PM ,,,60,12,22,10,1,1,1,1,1,,,,,1,,
PS-40DA,STAR  AVO NYS INSURANCE DEPT MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-40EA,TRUCK  TRUCK LOADING ONLY MONDAY-THURSDAY 6AM-10AM ,,,,6,10,4,1,1,1,1,,,,,,,trucks,
PS-40F,NO STANDING 4PM-7PM EXCEPT SUNDAY  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-4PM EXCEPT SUNDAY  5 HMP 7PM-MIDNIGHT EXCEPT SUNDAY,,,180,7,16,9,1,1,1,1,1,1,,,,1,permit,commercial
PS-40F,NO STANDING 4PM-7PM EXCEPT SUNDAY  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-4PM EXCEPT SUNDAY  5 HMP 7PM-MIDNIGHT EXCEPT SUNDAY,,,,16,19,3,1,1,1,1,1,1,,,,,,
PS-40F,NO STANDING 4PM-7PM EXCEPT SUNDAY  3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-4PM EXCEPT SUNDAY  5 HMP 7PM-MIDNIGHT EXCEPT SUNDAY,,,300,19,24,5,1,1,1,1,1,1,,,,1,,
PS-40G,NO PARKING 8AM-7PM EXCEPT SUNDAY,,,,8,19,11,1,1,1,1,1,1,,,,,,
PS-40GA,NO PARKING 8AM-7PM EXCEPT SUNDAY ,,,,8,19,11,1,1,1,1,1,1,,,,,,
PS-41B,NO PARKING  FRIDAY 11:30AM-1PM,,,,11.5,13,1.5,,,,,1,,,,,,,
PS-41BA,NO PARKING  FRIDAY 11:30AM-1PM ,,,,11.5,13,1.5,,,,,1,,,,,,,
PS-41DA,STAR  AVO WATERFRONT COMMISSION MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-41EA,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY 8:30AM-7PM ,,,,8.5,19,10.5,1,1,1,1,1,,,,,,trucks,
PS-41F,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  2 HOUR METERED PARKING MONDAY-FRIDAY 6PM-10PM SATURDAY 8AM-10PM,,,180,8,18,10,1,1,1,1,1,,,,,1,permit,commercial
PS-41F,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  2 HOUR METERED PARKING MONDAY-FRIDAY 6PM-10PM SATURDAY 8AM-10PM,,,120,8,22,14,,,,,,1,,,,1,,
PS-41F,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  2 HOUR METERED PARKING MONDAY-FRIDAY 6PM-10PM SATURDAY 8AM-10PM,,,120,18,22,4,1,1,1,1,1,,,,,1,,
PS-41FA,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  2 HOUR METERED PARKING MONDAY-FRIDAY 6PM-10PM SATURDAY 8AM-10PM ,,,180,8,18,10,1,1,1,1,1,,,,,1,permit,commercial
PS-41FA,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  2 HOUR METERED PARKING MONDAY-FRIDAY 6PM-10PM SATURDAY 8AM-10PM ,,,120,8,22,14,,,,,,1,,,,1,,
PS-41FA,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  2 HOUR METERED PARKING MONDAY-FRIDAY 6PM-10PM SATURDAY 8AM-10PM ,,,120,18,22,4,1,1,1,1,1,,,,,1,,
PS-41G,NO PARKING MONDAY-FRIDAY 10AM-7PM,,,,10,19,9,1,1,1,1,1,,,,,,,
PS-41GA,NO PARKING MONDAY-FRIDAY 10AM-7PM ,,,,10,19,9,1,1,1,1,1,,,,,,,
PS-42B,NO PARKING  WEDNESDAY 6AM-7:30AM,,,,6,7.5,1.5,,,1,,,,,,,,,
PS-42BA,NO PARKING  WEDNESDAY 6AM-7:30AM ,,,,6,7.5,1.5,,,1,,,,,,,,,
PS-42C,1 HMP MONDAY-FRIDAY 9AM-3PM 7PM-10PM SATURDAY 9AM-10PM,,,60,9,15,6,1,1,1,1,1,,,,,1,,
PS-42C,1 HMP MONDAY-FRIDAY 9AM-3PM 7PM-10PM SATURDAY 9AM-10PM,,,60,9,22,13,,,,,,1,,,,1,,
PS-42C,1 HMP MONDAY-FRIDAY 9AM-3PM 7PM-10PM SATURDAY 9AM-10PM,,,60,19,22,3,1,1,1,1,1,,,,,1,,
PS-42D,STAR  AVO NYS ATTORNEY GENERAL MONDAY-FRIDAY 7AM-7PM,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-42E,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY 8AM-3PM,,,,8,15,7,1,1,1,1,1,,,,,,trucks,
PS-42EA,TRUCK  TRUCK LOADING ONLY MONDAY-FRIDAY 8AM-3PM ,,,,8,15,7,1,1,1,1,1,,,,,,trucks,
PS-42F,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  2 HOUR METERED PARKING SATURDAY 8AM-6PM,,,180,8,18,10,1,1,1,1,1,,,,,1,permit,commercial
PS-42F,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  2 HOUR METERED PARKING SATURDAY 8AM-6PM,,,120,8,18,10,,,,,,1,,,,1,,
PS-42FA,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  2 HOUR METERED PARKING SATURDAY 8AM-6PM ,,,180,8,18,10,1,1,1,1,1,,,,,1,permit,commercial
PS-42FA,3 HOUR METERED PARKING COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  2 HOUR METERED PARKING SATURDAY 8AM-6PM ,,,120,8,18,10,,,,,,1,,,,1,,
PS-42G,NO PARKING MONDAY-FRIDAY 8AM-4PM,,,,8,16,8,1,1,1,1,1,,,,,,,
PS-42GA,NO PARKING MONDAY-FRIDAY 8AM-4PM ,,,,8,16,8,1,1,1,1,1,,,,,,,
PS-43B,NO PARKING  SATURDAY 6AM-7:30AM,,,,6,7.5,1.5,,,,,,1,,,,,,
PS-43BA,NO PARKING  SATURDAY 6AM-7:30AM ,,,,6,7.5,1.5,,,,,,1,,,,,,
PS-43D,STAR  AVO SHERIFFS OFFICE MONDAY-FRIDAY 7AM-7PM,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-43DA,STAR  AVO SHERIFFS OFFICE MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-43EA,TRUCK  TRUCK LOADING ONLY 8:30AM-7PM EXCEPT SUNDAY ,,,,8.5,19,10.5,1,1,1,1,1,1,,,,,trucks,
PS-43F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  3 HMP MONDAY-FRIDAY 6PM-10PM SATURDAY 10AM-10PM,,,180,8,18,10,1,1,1,1,1,,,,,1,permit,commercial
PS-43F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  3 HMP MONDAY-FRIDAY 6PM-10PM SATURDAY 10AM-10PM,,,180,10,22,12,,,,,,1,,,,1,,
PS-43F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  3 HMP MONDAY-FRIDAY 6PM-10PM SATURDAY 10AM-10PM,,,180,18,22,4,1,1,1,1,1,,,,,1,,
PS-43FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  3 HMP MONDAY-FRIDAY 6PM-10PM SATURDAY 10AM-10PM ,,,180,8,18,10,1,1,1,1,1,,,,,1,permit,commercial
PS-43FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  3 HMP MONDAY-FRIDAY 6PM-10PM SATURDAY 10AM-10PM ,,,180,10,22,12,,,,,,1,,,,1,,
PS-43FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 8AM-6PM  3 HMP MONDAY-FRIDAY 6PM-10PM SATURDAY 10AM-10PM ,,,180,18,22,4,1,1,1,1,1,,,,,1,,
PS-43G,NO STANDING SCHOOL DAYS 8AM-4PM,,,,8,16,8,1,1,1,1,1,,,,school,,,
PS-43GA,NO STANDING SCHOOL DAYS 8AM-4PM ,,,,8,16,8,1,1,1,1,1,,,,school,,,
PS-44B,NO PARKING  WEDNESDAY 8AM-9:30AM,,,,8,9.5,1.5,,,1,,,,,,,,,
PS-44BA,NO PARKING  WEDNESDAY 8AM-9:30AM ,,,,8,9.5,1.5,,,1,,,,,,,,,
PS-44C,1 HMP MONDAY-FRIDAY NOON-7PM SATURDAY 9AM-7PM,,,60,9,19,10,,,,,,1,,,,1,,
PS-44C,1 HMP MONDAY-FRIDAY NOON-7PM SATURDAY 9AM-7PM,,,60,12,19,7,1,1,1,1,1,,,,,1,,
PS-44CA,1 HMP MONDAY-FRIDAY NOON-7PM SATURDAY 9AM-7PM ,,,60,9,19,10,,,,,,1,,,,1,,
PS-44CA,1 HMP MONDAY-FRIDAY NOON-7PM SATURDAY 9AM-7PM ,,,60,12,19,7,1,1,1,1,1,,,,,1,,
PS-44D,STAR  AVO DEPT OF SANITATION MONDAY-FRIDAY 7AM-7PM,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-44E,STAR  AUTHORIZED VEHICLES ONLY HUMAN RESOURCES ADMINISTRATION MONDAY-FRIDAY 8AM-6PM,,,,8,18,10,1,1,1,1,1,,,,,,government,
PS-44F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-6PM  3 HMP MONDAY-FRIDAY 6PM-10PM SATURDAY 10AM-10PM,,,180,7,18,11,1,1,1,1,1,,,,,1,permit,commercial
PS-44F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-6PM  3 HMP MONDAY-FRIDAY 6PM-10PM SATURDAY 10AM-10PM,,,180,10,22,12,,,,,,1,,,,1,,
PS-44F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-6PM  3 HMP MONDAY-FRIDAY 6PM-10PM SATURDAY 10AM-10PM,,,180,18,22,4,1,1,1,1,1,,,,,1,,
PS-44FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-6PM  3 HMP MONDAY-FRIDAY 6PM-10PM SATURDAY 10AM-10PM ,,,180,7,18,11,1,1,1,1,1,,,,,1,permit,commercial
PS-44FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-6PM  3 HMP MONDAY-FRIDAY 6PM-10PM SATURDAY 10AM-10PM ,,,180,10,22,12,,,,,,1,,,,1,,
PS-44FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 7AM-6PM  3 HMP MONDAY-FRIDAY 6PM-10PM SATURDAY 10AM-10PM ,,,180,18,22,4,1,1,1,1,1,,,,,1,,
PS-44GA,NO STANDING 9AM-NOON EXCEPT SUNDAY ,,,,9,12,3,1,1,1,1,1,1,,,,,,
PS-45B,NO PARKING  WEDNESDAY 7:30AM-8AM,,,,7.5,8,0.5,,,1,,,,,,,,,
PS-45BA,NO PARKING  WEDNESDAY 7:30AM-8AM ,,,,7.5,8,0.5,,,1,,,,,,,,,
PS-45C,1 HMP MONDAY-FRIDAY NOON-3PM 7PM-10PM SATURDAY 9AM-10PM,,,60,9,22,13,,,,,,1,,,,1,,
PS-45C,1 HMP MONDAY-FRIDAY NOON-3PM 7PM-10PM SATURDAY 9AM-10PM,,,60,12,15,3,1,1,1,1,1,,,,,1,,
PS-45C,1 HMP MONDAY-FRIDAY NOON-3PM 7PM-10PM SATURDAY 9AM-10PM,,,60,19,22,3,1,1,1,1,1,,,,,1,,
PS-45CA,1 HMP MONDAY-FRIDAY NOON-3PM 7PM-10PM SATURDAY 9AM-10PM ,,,60,9,22,13,,,,,,1,,,,1,,
PS-45CA,1 HMP MONDAY-FRIDAY NOON-3PM 7PM-10PM SATURDAY 9AM-10PM ,,,60,12,15,3,1,1,1,1,1,,,,,1,,
PS-45CA,1 HMP MONDAY-FRIDAY NOON-3PM 7PM-10PM SATURDAY 9AM-10PM ,,,60,19,22,3,1,1,1,1,1,,,,,1,,
PS-45DA,STAR  AVO NATIONAL PARK SERVICE MONDAY-FRIDAY 7AM-7PM ,,,,7,19,12,1,1,1,1,1,,,,,,government,
PS-45E,TRUCK  TRUCK LOADING ONLY 8AM-6PM EXCEPT SUNDAY,,,,8,18,10,1,1,1,1,1,1,,,,,trucks,
PS-45EA,TRUCK  TRUCK LOADING ONLY 8AM-6PM EXCEPT SUNDAY ,,,,8,18,10,1,1,1,1,1,1,,,,,trucks,
PS-45GA,NO PARKING MONDAY-FRIDAY 8AM-1PM ,,,,8,13,5,1,1,1,1,1,,,,,,,
PS-46B,NO PARKING  FRIDAY 8:30AM-9AM,,,,8.5,9,0.5,,,,,1,,,,,,,
PS-46BA,NO PARKING  FRIDAY 8:30AM-9AM ,,,,8.5,9,0.5,,,,,1,,,,,,,
PS-46E,TRUCK  FARMERS MARKET ONLY JULY-NOVEMBER TUESDAY 6AM-4PM,07-01,11-30,,6,16,10,,1,,,,,,,,,trucks,
PS-46EA,TRUCK  FARMERS MARKET ONLY JULY-NOVEMBER TUESDAY 6AM-4PM ,07-01,11-30,,6,16,10,,1,,,,,,,,,trucks,
PS-46F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 9AM-7PM  2 HMP MONDAY-FRIDAY 7PM-10PM SATURDAY 8AM-10PM,,,120,8,22,14,,,,,,1,,,,1,,
PS-46F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 9AM-7PM  2 HMP MONDAY-FRIDAY 7PM-10PM SATURDAY 8AM-10PM,,,180,9,19,10,1,1,1,1,1,,,,,1,permit,commercial
PS-46F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 9AM-7PM  2 HMP MONDAY-FRIDAY 7PM-10PM SATURDAY 8AM-10PM,,,120,19,22,3,1,1,1,1,1,,,,,1,,
PS-46FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 9AM-7PM  2 HMP MONDAY-FRIDAY 7PM-10PM SATURDAY 8AM-10PM ,,,120,8,22,14,,,,,,1,,,,1,,
PS-46FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 9AM-7PM  2 HMP MONDAY-FRIDAY 7PM-10PM SATURDAY 8AM-10PM ,,,180,9,19,10,1,1,1,1,1,,,,,1,permit,commercial
PS-46FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING MONDAY-FRIDAY 9AM-7PM  2 HMP MONDAY-FRIDAY 7PM-10PM SATURDAY 8AM-10PM ,,,120,19,22,3,1,1,1,1,1,,,,,1,,
PS-46G,NO PARKING MONDAY-FRIDAY 7AM-6PM,,,,7,18,11,1,1,1,1,1,,,,,,,
PS-46GA,NO PARKING MONDAY-FRIDAY 7AM-6PM ,,,,7,18,11,1,1,1,1,1,,,,,,,
PS-47B,NO PARKING  9AM-9:30AM EXCEPT SUNDAY,,,,9,9.5,0.5,1,1,1,1,1,1,,,,,,
PS-47BA,NO PARKING  9AM-9:30AM EXCEPT SUNDAY ,,,,9,9.5,0.5,1,1,1,1,1,1,,,,,,
PS-47C,1 HMP 1PM-7PM EXCEPT SUNDAY,,,60,13,19,6,1,1,1,1,1,1,,,,1,,
PS-47CA,1 HMP 1PM-7PM EXCEPT SUNDAY ,,,60,13,19,6,1,1,1,1,1,1,,,,1,,
PS-47D,STAR  AVO COMPTROLLERS OFFICE MONDAY-FRIDAY 8AM-6PM,,,,8,18,10,1,1,1,1,1,,,,,,government,
PS-47DA,STAR  AVO COMPTROLLERS OFFICE MONDAY-FRIDAY 8AM-6PM ,,,,8,18,10,1,1,1,1,1,,,,,,government,
PS-47E,STAR  AUTHORIZED VEHICLES ONLY PARKS DEPARTMENT 7AM-7PM ALL DAYS,,,,7,19,12,,,,,,,,1,,,government,
PS-47G,NO STANDING 8PM-8AM ALL DAYS,,,,0,8,8,,,,,,,,1,,,,
PS-47G,NO STANDING 8PM-8AM ALL DAYS,,,,20,24,4,,,,,,,,1,,,,
PS-47GA,NO STANDING 8PM-8AM ALL DAYS ,,,,0,8,8,,,,,,,,1,,,,
PS-47GA,NO STANDING 8PM-8AM ALL DAYS ,,,,20,24,4,,,,,,,,1,,,,
PS-48B,NO PARKING  SATURDAY 7:30AM-8AM,,,,7.5,8,0.5,,,,,,1,,,,,,
PS-48BA,NO PARKING  SATURDAY 7:30AM-8AM ,,,,7.5,8,0.5,,,,,,1,,,,,,
PS-48C,2 HMP JUNE-AUG 8AM-MIDNIGHT EXCEPT SUNDAY SEPT-MAY 8AM-7PM EXCEPT SUNDAY,06-01,08-31,120,8,24,16,1,1,1,1,1,1,,,,1,,
PS-48C,2 HMP JUNE-AUG 8AM-MIDNIGHT EXCEPT SUNDAY SEPT-MAY 8AM-7PM EXCEPT SUNDAY,09-01,05-31,120,8,19,11,1,1,1,1,1,1,,,,1,,
PS-48CA,2 HMP JUNE-AUG 8AM-MIDNIGHT EXCEPT SUNDAY SEPT-MAY 8AM-7PM EXCEPT SUNDAY ,06-01,08-31,120,8,24,16,1,1,1,1,1,1,,,,1,,
PS-48CA,2 HMP JUNE-AUG 8AM-MIDNIGHT EXCEPT SUNDAY SEPT-MAY 8AM-7PM EXCEPT SUNDAY ,09-01,05-31,120,8,19,11,1,1,1,1,1,1,,,,1,,
PS-48D,STAR  AUTHORIZED VEHICLES ONLY CONSUL-C DIPLOMAT-A & D LICENSE PLATES  D/S DECALS ONLY,,,,0,24,24,,,,,,,,1,,,government,
PS-48DA,STAR  AUTHORIZED VEHICLES ONLY CONSUL-C DIPLOMAT-A & D LICENSE PLATES  D/S DECALS ONLY,,,,0,24,24,,,,,,,,1,,,government,
PS-48E,TAXI  TAXI/FHV RELIEF STAND 1 HOUR LIMIT MONDAY-FRIDAY 8AM-6PM,,,,8,18,10,1,1,1,1,1,,,,,,taxi,
PS-48EA,TAXI  TAXI/FHV RELIEF STAND 1 HOUT LIMIT MONDAY-FRIDAY 8AM-6PM ,,,,8,18,10,1,1,1,1,1,,,,,,taxi,
PS-48F,3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 9AM-6PM  2 HMP SATURDAY 9AM-6PM,,,180,9,18,9,1,1,1,1,1,,,,,1,permit,commercial
PS-48F,3 HMP COMMERCIAL VEHICLES ONLY MONDAY-FRIDAY 9AM-6PM  2 HMP SATURDAY 9AM-6PM,,,120,9,18,9,,,,,,1,,,,1,,
PS-49B,NO PARKING  MONDAY THURSDAY 8:30AM-10AM,,,,8.5,10,1.5,1,,,1,,,,,,,,
PS-49BA,NO PARKING  MONDAY THURSDAY 8:30AM-10AM ,,,,8.5,10,1.5,1,,,1,,,,,,,,
PS-49C,2 HMP MONDAY-THURSDAY 9AM-7PM FRIDAY 9AM-5PM,,,120,9,19,10,1,1,1,1,,,,,,1,,
PS-49C,2 HMP MONDAY-THURSDAY 9AM-7PM FRIDAY 9AM-5PM,,,120,9,17,8,,,,,1,,,,,1,,
PS-49CA,2 HMP MONDAY-THURSDAY 9AM-7PM FRIDAY 9AM-5PM ,,,120,9,19,10,1,1,1,1,,,,,,1,,
PS-49CA,2 HMP MONDAY-THURSDAY 9AM-7PM FRIDAY 9AM-5PM ,,,120,9,17,8,,,,,1,,,,,1,,
PS-49EA,TRUCK  TRUCK LOADING ONLY 6AM-7:30AM EXCEPT SUNDAY ,,,,6,7.5,1.5,1,1,1,1,1,1,,,,,trucks,
PS-49F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 7:30AM-8AM  TRUCK  TRUCK LOADING ONLY MON-FRI 10AM-NOON  2 HMP MON-FRI NOON-4PM SAT 8AM-7PM,,,,7,10,3,1,1,1,1,1,,,,,,,
PS-49F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 7:30AM-8AM  TRUCK  TRUCK LOADING ONLY MON-FRI 10AM-NOON  2 HMP MON-FRI NOON-4PM SAT 8AM-7PM,,,,7.5,8,0.5,,,,,,1,,,,,,
PS-49F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 7:30AM-8AM  TRUCK  TRUCK LOADING ONLY MON-FRI 10AM-NOON  2 HMP MON-FRI NOON-4PM SAT 8AM-7PM,,,120,8,19,11,,,,,,1,,,,1,,
PS-49F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 7:30AM-8AM  TRUCK  TRUCK LOADING ONLY MON-FRI 10AM-NOON  2 HMP MON-FRI NOON-4PM SAT 8AM-7PM,,,,10,12,2,1,1,1,1,1,,,,,,trucks,
PS-49F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 7:30AM-8AM  TRUCK  TRUCK LOADING ONLY MON-FRI 10AM-NOON  2 HMP MON-FRI NOON-4PM SAT 8AM-7PM,,,120,12,16,4,1,1,1,1,1,,,,,1,,
PS-49F,NO STANDING MON-FRI 7AM-10AM 4PM-7PM SAT 7:30AM-8AM  TRUCK  TRUCK LOADING ONLY MON-FRI 10AM-NOON  2 HMP MON-FRI NOON-4PM SAT 8AM-7PM,,,,16,19,3,1,1,1,1,1,,,,,,,
PS-49G,NO STANDING 7AM-7PM ALL DAYS,,,,7,19,12,,,,,,,,1,,,,
PS-49GA,NO STANDING 7AM-7PM ALL DAYS ,,,,7,19,12,,,,,,,,1,,,,
PS-4D,STAR  AVO FIRE DEPARTMENT,,,,0,24,24,,,,,,,,1,,,emergency,
PS-4DA,STAR  AVO FIRE DEPARTMENT ,,,,0,24,24,,,,,,,,1,,,emergency,
PS-4F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-6PM EXCEPT SUNDAY  6 HMP 6PM-MIDNIGHT EXCEPT SUNDAY,,,180,7,18,11,1,1,1,1,1,1,,,,1,permit,commercial
PS-4F,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-6PM EXCEPT SUNDAY  6 HMP 6PM-MIDNIGHT EXCEPT SUNDAY,,,360,18,24,6,1,1,1,1,1,1,,,,1,,
PS-4FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-6PM EXCEPT SUNDAY  6 HMP 6PM-MIDNIGHT EXCEPT SUNDAY ,,,180,7,18,11,1,1,1,1,1,1,,,,1,permit,commercial
PS-4FA,3 HMP COMMERCIAL VEHICLES ONLY OTHERS NO STANDING 7AM-6PM EXCEPT SUNDAY  6 HMP 6PM-MIDNIGHT EXCEPT SUNDAY ,,,360,18,24,6,1,1,1,1,1,1,,,,1,,
PS-4G,NO STANDING 7AM-7PM EXCEPT SUNDAY,,,,7,19,12,1,1,1,1,1,1,,,,,,
PS-4GA,NO STANDING 7AM-7PM EXCEPT SUNDAY ,,,,7,19,12,1,1,1,1,1,1,,,,,,
PS-50B,NO PARKING  TUESDAY FRIDAY 9:30AM-11AM,,,,9.5,11,1.5,,1,,,1,,,,,,,
PS-50BA,NO PARKING  TUESDAY FRIDAY 9:30AM-11AM ,,,,9.5,11,1.5,,1,,,1,,,,,,,
PS-50C,2 HMP MONDAY-FRIDAY 8AM-6PM,,,120,8,18,10,1,1,1,1,1,,,,,,,
