"ID","Code","Description","season_start","season_end","time_max_parking","time_start","time_end","time_duration","LUN","MAR","MER","JEU","VEN","SAM","DIM","DAILY","special_days","restrict_type"
216,"SB-MW-A+F","\P 17h30-18h30 MAR. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,17.5,18.5,1,,1,,1,,,,,,
217,"SB-NA","\P 08h-09h MER. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,8,9,1,,,1,,1,,,,,
218,"SB-NA-A","\P 08h-09h MER. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,8,9,1,,,1,,1,,,,,
219,"SB-NB","\P 08h30-09h30 MER. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,8.5,9.5,1,,,1,,1,,,,,
220,"SB-NB-A","\P 08h30-09h30 MER. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,8.5,9.5,1,,,1,,1,,,,,
221,"SB-NC","\P 09h-10h MER. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,9,10,1,,,1,,1,,,,,
222,"SB-NC-A","\P 09h-10h MER. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,9,10,1,,,1,,1,,,,,
223,"SB-NK-A","\P 12h30-13h30 MER. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,12.5,13.5,1,,,1,,1,,,,,
224,"SB-NL-A","\P 1h-2h LUN et JEU 1 AVRIL au 1 DEC","04-01","12-01",,1,2,1,1,,,1,,,,,,
225,"SB-NM-A","\P 13h30-14h30 MER. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,13.5,14.5,1,,,1,,1,,,,,
226,"SB-NV","\P 07h30-08h30 MAR. JEU. 1 MARS AU 1 DEC.","03-01","12-01",,7.5,8.5,1,,1,,1,,,,,,
227,"SB-NV-A","\P 07h30-08h30 MAR. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,7.5,8.5,1,,1,,1,,,,,,
228,"SB-NW","\P 07h-08h MAR. JEU. 1 MARS AU 1 DEC.","03-01","12-01",,7,8,1,,1,,1,,,,,,
229,"SB-NW-A","\P 07h-08h MAR. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,7,8,1,,1,,1,,,,,,
230,"SB-NW-A+F","\P 07h-08h MAR. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,7,8,1,,1,,1,,,,,,
231,"SB-NX","\P 23h30-00h30  MAR A MER, VEN A SAM  1 MARS AU 1 DEC. ","03-01","12-01",,23.5,,1,,1,,,1,,,,,
232,"SB-NY","\P 23h30-00h30 LUN A MAR, JEU A VEN  1 MARS AU 1 DEC.","03-01","12-01",,23.5,,1,1,,,1,,,,,,
233,"SB-NZ","\P 07h30-08h30  SAM ET DIM  1 MARS AU 1 DEC.","03-01","12-01",,7.5,8.5,1,,,,,,1,1,,,
234,"SB-NZ-A","\P 07h30-08h30  SAM ET DIM  1 AVRIL AU 1 DEC.","04-01","12-01",,7.5,8.5,1,,,,,,1,1,,,
235,"SB-OB","\P 08h00 A 16h00 MARDI et VENDREDI",,,,8,16,8,,1,,,1,,,,,
236,"SB-OD","\P 09h-18h LUN. JEU. 1 MARS AU 1 DEC.","03-01","12-01",,9,18,9,1,,,1,,,,,,
237,"SB-OD-A","\P 09h-18h LUN. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,9,18,9,1,,,1,,,,,,
238,"SB-OK","\P 08h-18h LUNDI ET JEUDI",,,,8,18,10,1,,,1,,,,,,
239,"SB-OL","\P 6h30-7h30 SAM ET DIM 1 MARS AU 1 DEC.","03-01","12-01",,6.5,7.5,1,,,,,,1,1,,,
240,"SB-OL-A","\P 6h30-7h30 SAM ET DIM 1 AVRIL AU 1 DEC.","04-01","12-01",,6.5,7.5,1,,,,,,1,1,,,
241,"SB-ON","\P 7h-19h MAR. JEU.",,,,7,19,12,,1,,1,,,,,,
242,"SB-OO","\P 07h-16h MAR ET VEN",,,,7,16,9,,1,,,1,,,,,
243,"SB-OP","\P 09h-18h LUN. JEU.",,,,9,18,9,1,,,1,,,,,,
244,"SB-PC","\P 13h-16h MAR. VEN.",,,,13,16,3,,1,,,1,,,,,
245,"SB-PG","\P 16h30-17h30 LUN. JEU. 1 MARS AU 1 DEC.","03-01","12-01",,16.5,17.5,1,1,,,1,,,,,,
246,"SB-PH","\P 17h-18h LUN. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,17,18,1,1,,,,1,,,,,
247,"SB-PI","\P 13h-16h LUNDI JEUDI",,,,13,16,3,1,,,1,,,,,,
248,"SB-PJ","\P 20h30-21h30 MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,20.5,21.5,1,,1,,,1,,,,,
249,"SB-PJ-A","\P 20h30-21h30 MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,20.5,21.5,1,,1,,,1,,,,,
250,"SB-PK","\P 19h30-20h30 MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,19.5,20.5,1,,1,,,1,,,,,
251,"SB-PK-A","\P 19h30-20h30 MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,19.5,20.5,1,,1,,,1,,,,,
252,"SB-PL","\P 20h30-21h30 LUN. JEU. 1 MARS AU 1 DEC.","03-01","12-01",,20.5,21.5,1,1,,,1,,,,,,
253,"SB-PM","\P 10h30-11h30 LUN. JEU.",,,,10.5,11.5,1,1,,,1,,,,,,
254,"SB-PN","\P 21h-22h MAR. MER. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,21,22,1,,1,1,,1,,,,,
255,"SB-PO","\P 22h30-23h30 LUN. JEU. 1 MARS AU 1 DEC.","03-01","12-01",,22.5,23.5,1,1,,,1,,,,,,
256,"SB-PO-A","\P 22h30-23h30 LUN. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,22.5,23.5,1,1,,,1,,,,,,
257,"SB-PP","\P 21h30-22h30 MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,21.5,22.5,1,,1,,,1,,,,,
258,"SB-PP-A","\P 21h30-22h30 MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,21.5,22.5,1,,1,,,1,,,,,
259,"SB-PQ","\P 22h30-23h30 MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,22.5,23.5,1,,1,,,1,,,,,
260,"SB-PQ-A","\P 22h30-23h30 MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,22.5,23.5,1,,1,,,1,,,,,
261,"SB-PR","\P 16h30-17h30 LUN. MER. 1 MARS AU 1 DEC.","03-01","12-01",,16.5,17.5,1,1,,1,,,,,,,
262,"SB-PS","\P 17h-18h LUN. MER. 1 MARS AU 1 DEC.","03-01","12-01",,17,18,1,1,,1,,,,,,,
263,"SB-PS-A","\P 17h-18h LUN. MER. 1 AVRIL AU 1 DEC.","04-01","12-01",,17,18,1,1,,1,,,,,,,
264,"SB-PT","\P 22h-24h MAR. ET VEN.  1 MARS AU 1 DEC.","03-01","12-01",,22,,2,,1,,,1,,,,,
265,"SB-PX-A","\P 17h-18h MAR ET JEU 1 AVRIL AU 1 DEC.","04-01","12-01",,17,18,1,,1,,1,,,,,,
266,"SB-PY","\P 14h-16h MARDI VENDREDI",,,,14,16,2,,1,,,1,,,,,
267,"SB-PZ","\P 14h-15h LUN et JEU",,,,14,15,1,1,,,1,,,,,,
268,"SB-QA","\P 09h-16h MER. VEN.",,,,9,16,7,,,1,,1,,,,,
269,"SB-RB","\P 09h-15h MAR. VEN.",,,,9,15,6,,1,,,1,,,,,
270,"SB-RC","\P 09h-16h LUN. JEU.",,,,9,16,7,1,,,1,,,,,,
271,"SB-RD-A","\P 16h30-17h30 MAR. ET JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,16.5,17.5,1,,1,,1,,,,,,
272,"SB-SA","\P 18h-19h LUN. JEU. 1 MARS AU 1 DEC.","03-01","12-01",,18,19,1,1,,,1,,,,,,
273,"SB-SA-A","\P 18h-19h LUN. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,18,19,1,1,,,1,,,,,,
274,"SB-SB","\P 18h-19h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,18,19,1,,1,,,1,,,,,
275,"SB-SC","\P 20h-21h LUN. JEU. 1 MARS AU 1 DEC.","03-01","12-01",,20,21,1,1,,,1,,,,,,
276,"SB-SD","\P 20h-21h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,20,21,1,,1,,,1,,,,,
277,"SB-SE","\P 21h-22h LUN. JEU. 1 MARS AU 1 DEC.","03-01","12-01",,21,22,1,1,,,1,,,,,,
278,"SB-SF","\P 21h-22h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,21,22,1,,1,,,1,,,,,
279,"SB-SF-A","\P 21h-22h MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,21,22,1,,1,,,1,,,,,
280,"SB-SG","\P 22h-23h LUN. JEU. 1 MARS AU 1 DEC.","03-01","12-01",,22,23,1,1,,,1,,,,,,
281,"SB-SG-A","\P 22h-23h LUN. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,22,23,1,1,,,1,,,,,,
282,"SB-SH","\P 22h-23h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,22,23,1,,1,,,1,,,,,
283,"SB-SH-A","\P 22h-23h MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,22,23,1,,1,,,1,,,,,
284,"SB-SJ","\P 23h-24h LUN. JEU. 1 MARS AU 1 DEC.","03-01","12-01",,23,,1,1,,,1,,,,,,
285,"SB-SJ-A","\P 23h-24h LUN. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,23,,1,1,,,1,,,,,,
286,"SB-SK","\P 23h-24h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,23,,1,,1,,,1,,,,,
287,"SB-SK-A","\P 23h-24h MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,23,,1,,1,,,1,,,,,
288,"SB-SM","\P 19h-20h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,19,20,1,,1,,,1,,,,,
289,"SB-SM-A","\P 19h-20h MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,19,20,1,,1,,,1,,,,,
290,"SB-SN","\P 18h30-19h30 LUN. JEU. 1 MARS AU 1 DEC.","03-01","12-01",,18.5,19.5,1,1,,,1,,,,,,
291,"SB-SN-A","\P 18h30-19h30 LUN. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,18.5,19.5,1,1,,,1,,,,,,
292,"SB-SO","\P 18h30-19h30 LUN. MER. 1 MARS AU 1 DEC.","03-01","12-01",,18.5,19.5,1,1,,1,,,,,,,
293,"SB-SO-A","\P 18h30-19h30 LUN. MER. 1 AVRIL AU 1 DEC.","04-01","12-01",,18.5,19.5,1,1,,1,,,,,,,
294,"SB-SP","\P 18h30-19h30 MAR. JEU. 1 MARS AU 1 DEC.","03-01","12-01",,18.5,19.5,1,,1,,1,,,,,,
295,"SB-SP-A","\P 18h30-19h30 MAR. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,18.5,19.5,1,,1,,1,,,,,,
296,"SB-SQ","\P 18h30-19h30 MAR. VEN. 1 MARSL AU 1 DEC.","03-01","12-01",,18.5,19.5,1,,1,,,1,,,,,
297,"SB-SQ-A","\P 18h30-19h30 MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,18.5,19.5,1,,1,,,1,,,,,
298,"SB-ST","\P 19h-24h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,19,,5,,1,,,1,,,,,
299,"SB-ST-A","\P 19h-24h MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,19,,5,,1,,,1,,,,,
300,"SB-SX","\P 19h-24h LUN. JEU. 1 MARS AU 1 DEC.","03-01","12-01",,19,,5,1,,,1,,,,,,
301,"SB-SX-A","\P 19h-24h LUN. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,19,,5,1,,,1,,,,,,
302,"SB-SZ-A","\P 19h-22h MAR. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,19,22,3,,1,,1,,,,,,
303,"SB-UA","\P 19h-22h LUNDI ET JEUDI",,,,19,22,3,1,,,1,,,,,,
304,"SB-UC","\P 19h-22h MARDI ET VENDREDI",,,,19,22,3,,1,,,1,,,,,
305,"SB-UD","\P 21h-22h MARDI ET JEUDI",,,,21,22,1,,1,,1,,,,,,
306,"SB-UF","\P 19h-20h LUN ET MER 1 MARS AU 1 DEC.","03-01","12-01",,19,20,1,1,,1,,,,,,,
307,"SB-UF-A","\P 19h-20h LUN ET MER 1 AVRIL AU 1 DEC.","04-01","12-01",,19,20,1,1,,1,,,,,,,
308,"SB-UG","\P 19h-20h MAR ET JEU 1 MARS AU 1 DEC.","03-01","12-01",,19,20,1,,1,,1,,,,,,
309,"SB-UG-A","\P 19h-20h MAR ET JEU 1 AVRIL AU 1 DEC.","04-01","12-01",,19,20,1,,1,,1,,,,,,
310,"SB-UH","\P 21h30-22h30 LUN ET MER 1 MARS AU 1 DEC.","03-01","12-01",,21.5,22.5,1,1,,1,,,,,,,
311,"SB-UH-A","\P 21h30-22h30 LUN ET MER 1AVRIL AU 1 DEC.","04-01","12-01",,21.5,22.5,1,1,,1,,,,,,,
312,"SB-UI","\P 20h30-21h30 MARDI ET JEUDI, 1ER MARS AU 1ER DEC.","03-01","12-01",,20.5,21.5,1,,1,,1,,,,,,
313,"SB-UI-A","\P 20h30-21h30 MARDI ET JEUDI, 1ER AVRIL AU 1ER DEC.","04-01","12-01",,20.5,21.5,1,,1,,1,,,,,,
314,"SB-UK","\P 22h30-23h30 LUN ET MER 1MARS AU 1 DEC.","03-01","12-01",,22.5,23.5,1,1,,1,,,,,,,
315,"SB-UK-A","\P 22h30-23h30 LUN ET MER 1 AVRIL AU 1 DEC.","04-01","12-01",,22.5,23.5,1,1,,1,,,,,,,
316,"SB-UL","\P 22h30-23h30 MAR ET JEU 1 MARS ET 1 DEC.","03-01","12-01",,22.5,23.5,1,,1,,1,,,,,,
317,"SB-UL-A","\P 22h30-23h30 MAR ET JEU 1 AVRIL ET 1 DEC.","04-01","12-01",,22.5,23.5,1,,1,,1,,,,,,
318,"SB-UM","\P 21h-22h LUN ET MER 1 MARS AU 1 DEC.","03-01","12-01",,21,22,1,1,,1,,,,,,,
319,"SB-UM-A","\P 21h-22h LUN ET MER 1 AVRIL AU 1 DEC.","04-01","12-01",,21,22,1,1,,1,,,,,,,
320,"SB-UN","\P 18h-19h MAR ET JEU 1 MARS AU 1 DEC.","03-01","12-01",,18,19,1,,1,,1,,,,,,
321,"SB-UN-A","\P 18h-19h MAR ET JEU 1 AVRIL AU 1 DEC.","04-01","12-01",,18,19,1,,1,,1,,,,,,
322,"SB-UO","\P 18h-19h LUN ET MER 1 MARS AU 1 DEC.","03-01","12-01",,18,19,1,1,,1,,,,,,,
323,"SB-UO-A","\P 18h-19h LUN ET MER 1 AVRIL AU 1 DEC.","04-01","12-01",,18,19,1,1,,1,,,,,,,
324,"SB-UP","\P 21h30 - 22h30 MAR et JEU 1 MARS au 1 DEC","03-01","12-01",,21.5,22.5,1,,1,,1,,,,,,
325,"SB-UP-A","\P 21h30 - 22h30 MAR et JEU 1 AVRIL au 1 DEC","04-01","12-01",,21.5,22.5,1,,1,,1,,,,,,
326,"SB-UQ","\P 19h30-20h30 LUN et MER 1 MARS AU 1 DEC.","03-01","12-01",,19.5,20.5,1,1,,1,,,,,,,
327,"SB-UQ-A","\P 19h30-20h30 LUN et MER 1 AVRIL AU 1 DEC.","04-01","12-01",,19.5,20.5,1,1,,1,,,,,,,
328,"SB-UR","\P 20h30-21h30 LUN ET MER 1 MARS AU 1 DEC.","03-01","12-01",,20.5,21.5,1,1,,1,,,,,,,
329,"SB-UR-A","\P 20h30-21h30 LUN ET MER 1 AVRIL AU 1 DEC.","04-01","12-01",,20.5,21.5,1,1,,1,,,,,,,
330,"SB-US","\P 18H-24H MARDI ET VENDREDI",,,,18,24,6,,1,,,1,,,,,
331,"SB-UT","\P 22h - 23h MAR et JEU 1 MARS au 1 DEC","03-01","12-01",,22,23,1,,1,,1,,,,,,
332,"SB-UT-A","\P 22h - 23h MAR et JEU 1 AVRIL au 1 DEC","04-01","12-01",,22,23,1,,1,,1,,,,,,
333,"SB-UU-A","\P 21h-22h MAR et JEU 1 AVRIL au 1 DEC","04-01","12-01",,21,22,1,,1,,1,,,,,,
334,"SB-UX-A","\P 23h30-00h30 LUN et MER 1 AVRIL au 1 DEC","04-01","12-01",,23.5,,1,1,,1,,,,,,,
335,"SB-UY-A","\P 23H30-00h30 MAR et JEU 1 AVRIL au 1 DEC","04-01","12-01",,23.5,,1,,1,,1,,,,,,
336,"SB-VA","\P 08h-09h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,8,9,1,,1,,,1,,,,,
337,"SB-VA-A","\P 08h-09h MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,8,9,1,,1,,,1,,,,,
338,"SB-VB","\P 08h30-09h30 MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,8.5,9.5,1,,1,,,1,,,,,
339,"SB-VB-A","\P 08h30-09h30 MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,8.5,9.5,1,,1,,,1,,,,,
340,"SB-VC","\P 09h-10h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,9,10,1,,1,,,1,,,,,
341,"SB-VC-A","\P 09h-10h MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,9,10,1,,1,,,1,,,,,
342,"SB-VD","\P 09h30-10h30 MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,9.5,10.5,1,,1,,,1,,,,,
343,"SB-VD-A","\P 09h30-10h30 MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,9.5,10.5,1,,1,,,1,,,,,
344,"SB-VE","\P 10h-11h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,10,11,1,,1,,,1,,,,,
345,"SB-VE-A","\P 10h-11h MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,10,11,1,,1,,,1,,,,,
346,"SB-VF","\P 10h30-11h30 MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,10.5,11.5,1,,1,,,1,,,,,
347,"SB-VF-A","\P 10h30-11h30 MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,10.5,11.5,1,,1,,,1,,,,,
348,"SB-VG","\P 11h-12h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,11,12,1,,1,,,1,,,,,
349,"SB-VH","\P 11h30-12h30 MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,11.5,12.5,1,,1,,,1,,,,,
350,"SB-VJ","\P 12h-13h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,12,13,1,,1,,,1,,,,,
351,"SB-VJ-A","\P 12h-13h MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,12,13,1,,1,,,1,,,,,
352,"SB-VK","\P 12h30-13h30 MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,12.5,13.5,1,,1,,,1,,,,,
353,"SB-VK-A","\P 12h30-13h30 MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,12.5,13.5,1,,1,,,1,,,,,
354,"SB-VM","\P 13h30-14h30 MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,13.5,14.5,1,,1,,,1,,,,,
355,"SB-VM-A","\P 13h30-14h30 MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,13.5,14.5,1,,1,,,1,,,,,
356,"SB-VO","\P 14h30-15h30 MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,14.5,15.5,1,,1,,,1,,,,,
357,"SB-VR","\P 16h-17h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,16,17,1,,1,,,1,,,,,
358,"SB-VS","\P 13h-14h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,13,14,1,,1,,,1,,,,,
359,"SB-VS-A","\P 13h-14h MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,13,14,1,,1,,,1,,,,,
360,"SB-VT","\P 14h-15h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,14,15,1,,1,,,1,,,,,
361,"SB-VT-A","\P 14h-15h MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,14,15,1,,1,,,1,,,,,
362,"SB-VU","\P 17h30-18h30 MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,17.5,18.5,1,,1,,,1,,,,,
363,"SB-VU-A","\P 17h30-18h30 MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,17.5,18.5,1,,1,,,1,,,,,
364,"SB-VV","\P 07h30-08h30 MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,7.5,8.5,1,,1,,,1,,,,,
365,"SB-VV-A","\P 07h30-08h30 MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,7.5,8.5,1,,1,,,1,,,,,
366,"SB-VW","\P 17h-18h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,17,18,1,,1,,,1,,,,,
367,"SB-VW-A","\P 17h-18h MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,17,18,1,,1,,,1,,,,,
368,"SB-VX","\P 07h-08h MAR. VEN. 1 MARS AU 1 DEC.","03-01","12-01",,7,8,1,,1,,,1,,,,,
369,"SB-VX-A","\P 07h-08h MAR. VEN. 1 AVRIL AU 1 DEC.","04-01","12-01",,7,8,1,,1,,,1,,,,,
370,"SB-VY-A","\P 19h30-20h30 MAR. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,19.5,20.5,1,,1,,1,,,,,,
371,"SB-VZ-A","\P 22h-23h LUN. MER. 1 AVRIL AU 1 DEC.","04-01","12-01",,22,23,1,1,,1,,,,,,,
372,"SB-WA-A","\P 20h-21h MAR. JEU. 1 AVRIL AU 1 DEC","04-01","12-01",,20,21,1,,1,,1,,,,,,
373,"SB-WC-A","\P 22h-23h MAR. JEU. 1 AVRIL AU 1 DEC.","04-01","12-01",,22,23,1,,1,,1,,,,,,
374,"SC-AA","\P 06h-07h LUN. MER. VEN. SAM. 1 AVRIL AU 1 DEC.","04-01","12-01",,6,7,1,1,,1,,1,1,,,,
375,"SC-AB","\P 07h-08h LUN. MER. VEN. SAM. 1 AVRIL AU 1 DEC.","04-01","12-01",,7,8,1,1,,1,,1,1,,,,
376,"SC-JA","\P 09h-17h MAR. MER. VEN. SAM. DIM.",,,,9,17,8,,1,1,,1,1,1,,,
377,"SC-JC","\P 08h-18h MAR. MER. VEN. SAM.",,,,8,18,10,,1,1,,1,1,,,,
378,"SC-JD","\P 08h-16h MAR. MER. JEU. VEN.",,,,8,16,8,,1,1,1,1,,,,,
379,"SC-JE","\P 09h-17h LUN, MAR, JEU, VEN",,,,9,17,8,1,1,,1,1,,,,,
380,"SC-JF","\P 9h-21h MAR. JEU. SAM. DIM",,,,9,21,12,,1,,1,,1,1,,,
381,"SD-AB","\P 06h-07h 1 MARS AU 1 DEC.","03-01","12-01",,6,7,1,,,,,,,,1,,
382,"SD-AB-A","\P 06h-07h 1 AVRIL AU 1 DEC.","04-01","12-01",,6,7,1,,,,,,,,1,,
383,"SD-AC","\P 07h30-08h30 1 MARS AU 1 DEC.","03-01","12-01",,7.5,8.5,1,,,,,,,,1,,
384,"SD-AC-A","\P 07h30-08h30 1 AVRILS AU 1 DEC.","04-01","12-01",,7.5,8.5,1,,,,,,,,1,,
385,"SD-AD","\P 07h-08h 1 MARS AU 1 DEC.","03-01","12-01",,7,8,1,,,,,,,,1,,
386,"SD-AE","\P 9h-13h",,,,9,13,4,,,,,,,,1,,
387,"SD-AF","\P 09h30-13h",,,,9.5,13,3.5,,,,,,,,1,,
388,"SD-AG","\P 06h30-07h30 1 MARS AU 1 DEC.","03-01","12-01",,6.5,7.5,1,,,,,,,,1,,
389,"SD-AG-A","\P 06h30-07h30 1 AVRIL AU 1 DEC.","04-01","12-01",,6.5,7.5,1,,,,,,,,1,,
390,"SD-AI","STAT. INT. 4H - 5H (1 MARS AU 1 DEC)","03-01","12-01",,4,5,1,,,,,,,,1,,
391,"SD-AI-A","STAT. INT. 4H - 5H (1 AVRIL AU 1 DEC)","04-01","12-01",,4,5,1,,,,,,,,1,,
392,"SD-AJ","STAT. INT. DE 5H - 7H (1 MARS AU 1 DEC)","03-01","12-01",,5,7,2,,,,,,,,1,,
393,"SD-AJ-A","STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC)","04-01","12-01",,5,7,2,,,,,,,,1,,
394,"SD-AL","\P 05h-09h",,,,5,9,4,,,,,,,,1,,
395,"SD-AU","\P AUX AUTOBUS",,,,0,24,24,,,,,,,,1,,"bus"
396,"SD-CM","\P AUX CAMIONS",,,,0,24,24,,,,,,,,1,,"truck"
397,"SD-CP","\P DANS LE CENTRE DU PARKING",,,,0,24,24,,,,,,,,1,,"Distance_parking_center"
398,"SD-JA","\P 07h-19h",,,,7,19,12,,,,,,,,1,,
399,"SD-JB","\P 08h-16h",,,,8,16,8,,,,,,,,1,,
400,"SD-JC","\P 08h-17h",,,,8,17,9,,,,,,,,1,,
401,"SD-JD","\P 08h-19h",,,,8,19,11,,,,,,,,1,,
402,"SD-JE","\P 09h-23h",,,,9,23,14,,,,,,,,1,,
403,"SD-JF","\P 09h-21h",,,,9,21,12,,,,,,,,1,,
404,"SD-JG","\P 18h-23h",,,,18,23,5,,,,,,,,1,,
405,"SD-JH","\P 09h-17h",,,,9,17,8,,,,,,,,1,,
406,"SD-JI","\P 07h-17h",,,,7,17,10,,,,,,,,1,,
407,"SD-JJ","\P 09h-21h30",,,,9,21.5,12.5,,,,,,,,1,,
408,"SD-JK","\P 08h-21h30",,,,8,21.5,13.5,,,,,,,,1,,
409,"SD-JL","\P 09h30-22h30",,,,9.5,22.5,13,,,,,,,,1,,
410,"SD-JM","\P 09h-20h",,,,9,20,11,,,,,,,,1,,
411,"SD-JN","\P 07h-24h",,,,7,24,17,,,,,,,,1,,
412,"SD-JO","\P 07h-22h",,,,7,22,15,,,,,,,,1,,
413,"SD-JP","\P 09h-22h30",,,,9,22.5,13.5,,,,,,,,1,,
414,"SD-JQ","\P 10h-22h30",,,,10,22.5,12.5,,,,,,,,1,,
415,"SD-JR","\P 09h-22h",,,,9,22,13,,,,,,,,1,,
416,"SD-JS","\P 08h-22h30",,,,8,22.5,14.5,,,,,,,,1,,
417,"SD-JT","\P 08h-24h",,,,8,24,16,,,,,,,,1,,
418,"SD-JU","\P 09h-19h",,,,9,19,10,,,,,,,,1,,
419,"SD-JY","\P 07h-16h",,,,7,16,9,,,,,,,,1,,
420,"SD-NA","\P 01h-07h",,,,1,7,6,,,,,,,,1,,
421,"SD-NC","\P 21h-07h",,,,21,,10,,,,,,,,1,,
422,"SD-ND","\P 17h-08h",,,,17,,15,,,,,,,,1,,
423,"SD-NE","\P 17h-09h",,,,17,,16,,,,,,,,1,,
424,"SD-NF","\P 19h-07h",,,,19,,12,,,,,,,,1,,
425,"SD-NG","\P 19h-08h",,,,19,,13,,,,,,,,1,,
426,"SD-NH","\P 18h-09h",,,,18,,15,,,,,,,,1,,
427,"SD-NJ","\P 18h-07h",,,,18,,13,,,,,,,,1,,
428,"SD-NK","\P 23h-07h",,,,23,,8,,,,,,,,1,,
429,"SD-NL","\P 24h-06h",,,,24,,6,,,,,,,,1,,
430,"SD-NP","\P 00h-06h",,,,0,6,6,,,,,,,,1,,
