"ID","Code","Description","season_start","season_end","time_max_parking","time_start","time_end","time_duration","LUN","MAR","MER","JEU","VEN","SAM","DIM","DAILY","special_days","restrict_type"
431,"SD-NQ","\P 19h-06h30 EXCEPTE TAXI",,,,19,,11.5,,,,,,,,1,,"taxi"
432,"SD-OA","\P 09h-18h",,,,9,18,9,,,,,,,,1,,
433,"SD-OB","\P 09h30-18h",,,,9.5,18,8.5,,,,,,,,1,,
434,"SD-OC","\P 07h-18h",,,,7,18,11,,,,,,,,1,,
435,"SD-OD","\P 08h-18h",,,,8,18,10,,,,,,,,1,,
436,"SD-OE","\P MARS 01 A DEC. 01","03-01","12-01",,0,,24,,,,,,,,1,,
437,"SD-OF","\P 16 NOV. AU 14 MARS","11-16","03-14",,0,,24,,,,,,,,1,,
438,"SD-OG","\P 15 AVRIL AU 1 NOVEMBRE","04-15","11-01",,0,,24,,,,,,,,1,,
439,"SD-OH","\P 09h30-15h30",,,,9.5,15.5,6,,,,,,,,1,,
440,"SD-OI","\P 1ER DECEMBRE AU 1ER MARS","12-01","03-01",,0,,24,,,,,,,,1,,
441,"SD-OJ","\P 07h-19h (TEMPORAIRE - PLANCHE)",,,,7,19,12,,,,,,,,1,,
442,"SD-OM","\P 06h30-18h",,,,6.5,18,11.5,,,,,,,,1,,
443,"SD-ON","\P 07h30-18h",,,,7.5,18,10.5,,,,,,,,1,,
444,"SD-OQ","\P 1 NOV. AU 1 AVRIL   CHUTE A NEIGE","11-01","04-01",,0,,24,,,,,,,,1,,
445,"SD-OR","\P 1 AVRIL AU 15 NOVEMBRE","04-01","11-15",,0,,24,,,,,,,,1,,
446,"SD-PB","\P 13h-16h",,,,13,16,3,,,,,,,,1,,
447,"SD-PE","\P 13h-21h",,,,13,21,8,,,,,,,,1,,
448,"SD-RC","\P 15h-22h",,,,15,22,7,,,,,,,,1,,
449,"SD-RM","\P AUX REMORQUES",,,,0,,24,,,,,,,,1,,
450,"SD-SA","\P 18h-3h",,,,18,,9,,,,,,,,1,,
451,"SD-SP","\P 17h-24h",,,,17,24,7,,,,,,,,1,,
452,"SD-SR","\P 18h-24h",,,,18,24,6,,,,,,,,1,,
453,"SD-SS","\P 18h30 A 24h00",,,,18.5,24,5.5,,,,,,,,1,,
454,"SD-TC","\P DEUX COTES",,,,0,,24,,,,,,,,1,,
455,"SD-TT","\P EN TOUT TEMPS",,,,0,,24,,,,,,,,1,,
456,"SD-TU","\P EN TOUT TEMPS",,,,0,,24,,,,,,,,1,,
457,"SD-VR","\P CARAVANE  HABITATION MOTORISEE  VEHICULE RECREATIF",,,,0,,24,,,,,,,,,,"caravane,motor_home,recreative_vehicule"
458,"SD-ZB","\P 09h-17h LUN.",,,,9,17,8,1,,,,,,,,,
459,"SD-ZD","\P 09h-17h LUN. JEU.",,,,9,17,8,1,,,1,,,,,,
460,"SD-ZE","\P 09h-17h MAR.",,,,9,17,8,,1,,,,,,,,
461,"SE-JA","\P 07h30-15h JOURS D'ECOLE",,,,7.5,15,7.5,,,,,,,,,"school",
462,"SE-JB","\P 08h-16h JOURS D'ECOLE",,,,8,16,8,,,,,,,,,"school",
463,"SE-JC","\P 08h-17h JOURS D'ECOLE",,,,8,17,9,,,,,,,,,"school",
464,"SE-JD","\P 07h30-16h JOURS D'ECOLE",,,,7.5,16,8.5,,,,,,,,,"school",
465,"SE-JE","\P 07h30-17h JOURS D'ECOLE",,,,7.5,17,9.5,,,,,,,,,"school",
466,"SE-JG","\P 07h-16h JOURS D'ECOLE",,,,7,16,9,,,,,,,,,"school",
467,"SE-JH","\P 08h30-15h JOURS D'ECOLE",,,,8.5,15,6.5,,,,,,,,,"school",
468,"SE-JI","\P 7h30-9h 14h30-16h30 JOURS D'ECOLE",,,,7.5,9,1.5,,,,,,,,,"school",
468,"SE-JI","\P 7h30-9h 14h30-16h30 JOURS D'ECOLE",,,,14.5,16.5,2,,,,,,,,,"school",
469,"SE-JJ","\P 08h-14h30 JOURS D'ECOLE",,,,8,14.5,6.5,,,,,,,,,"school",
470,"SE-JK","\P 07h30-18h JOURS D'ECOLE",,,,7.5,18,10.5,,,,,,,,,"school",
471,"SE-JL","\P 07h-17h JOURS D'ECOLE",,,,7,17,10,,,,,,,,,"school",
472,"SE-JM","\P 08h-09h, 14h30-17h JOURS D'ECOLES",,,,8,9,1,,,,,,,,,"school",
472,"SE-JM","\P 08h-09h, 14h30-17h JOURS D'ECOLES",,,,14.5,17,2.5,,,,,,,,,"school",
473,"SE-JN","\P 08h-15h30 JOURS D'ECOLE",,,,8,15.5,7.5,,,,,,,,,"school",
474,"SE-JQ","\P 09h30-16h JOURS D'ECOLE",,,,9.5,16,6.5,,,,,,,,,"school",
475,"SL-AB","\P LIVRAISON SEULEMENT 07h-12h LUN A VEN",,,,7,12,5,1,1,1,1,1,,,,,"delivery"
476,"SL-AK","\P LIVRAISON SEULEMENT 6h-12h LUNDI A VENDREDI",,,,6,12,6,1,1,1,1,1,,,,,"delivery"
477,"SL-AL","\P LIVRAISON SEULEMENT 07h-11h LUN A VEN",,,,7,11,4,1,1,1,1,1,,,,,"delivery"
478,"SL-AM","\P LIVRAISON SEULEMENT 09h-13h LUN. AU SAM.",,,,9,13,4,1,1,1,1,1,1,,,,"delivery"
479,"SL-AN","\P LIVRAISON SEULEMENT 08h-12h LUN. AU VEN.",,,,8,12,4,1,1,1,1,1,,,,,"delivery"
480,"SL-AQ","\P LIVRAISON SEULEMENT 09h30-12h LUN. AU VEN.",,,,9.5,12,2.5,1,1,1,1,1,,,,,"delivery"
481,"SL-AV","\P LIVRAISON SEULEMENT 08h-11h LUN. AU VEN.",,,,8,11,3,1,1,1,1,1,,,,,"delivery"
482,"SL-JA","\P LIVRAISON SEULEMENT 08h00-15h30 LUN. AU VEN.",,,,8,15.5,7.5,1,1,1,1,1,,,,,"delivery"
483,"SL-JB","\P LIVRAISON SEULEMENT 08h-16h LUN. AU VEN.",,,,8,16,8,1,1,1,1,1,,,,,"delivery"
484,"SL-JC","\P LIVRAISON SEULEMENT 08h-17h LUN. AU VEN.",,,,8,17,9,1,1,1,1,1,,,,,"delivery"
485,"SL-JD","\P LIVRAISON SEULEMENT 08h-19h LUN. AU VEN.",,,,8,19,11,1,1,1,1,1,,,,,"delivery"
486,"SL-JE","\P LIVRAISON SEULEMENT 07h30-13h30 30 JUIN AU 30 AOUT","06-30","08-30",,7.5,13.5,6,,,,,,,,1,,"delivery"
487,"SL-JF","\P LIVRAISON SEULEMENT 09h30-15h30 LUN. AU VEN.",,,,9.5,15.5,6,1,1,1,1,1,,,,,"delivery"
488,"SL-JG","\P LIVRAISON SEULEMENT 08h-18h LUN A SAM",,,,8,18,10,1,1,1,1,1,1,,,,"delivery"
489,"SL-JH","\P LIVRAISON SEULEMENT 09h-17h LUN. AU VEN.",,,,9,17,8,1,1,1,1,1,,,,,"delivery"
490,"SL-JI","\P LIVRAISON SEULEMENT 07h-17h LUN. AU VEN.",,,,7,17,10,1,1,1,1,1,,,,,"delivery"
491,"SL-JJ","\P LIVRAISON SEULEMENT 07h-17h LUN. AU SAM.",,,,7,17,10,1,1,1,1,1,1,,,,"delivery"
492,"SL-JK","\P LIVRAISON SEULEMENT 07h-18h LUN. AU VEN.",,,,7,18,11,1,1,1,1,1,,,,,"delivery"
493,"SL-JL","\P LIVRAISON SEULEMENT 07h-18h LUN. AU SAM.",,,,7,18,11,1,1,1,1,1,1,,,,"delivery"
494,"SL-JM","\P LIVRAISON SEULEMENT 09h-17h LUN A SAM",,,,9,17,8,1,1,1,1,1,1,,,,"delivery"
495,"SL-JN","\P LIVRAISON SEULEMENT 07h-16h LUN A VEN",,,,7,16,9,1,1,1,1,1,,,,,"delivery"
496,"SL-JO","\P LIVRAISON SEULEMENT 09h-16h LUN A VEN",,,,9,16,7,1,1,1,1,1,,,,,"delivery"
497,"SL-JQ","\P LIVRAISON SEULEMENT 09h30-16h LUN. AU VEN.",,,,9.5,16,6.5,1,1,1,1,1,,,,,"delivery"
498,"SL-JR","\P LIVRAISON SEULEMENT 07h-15h30 LUN. A VEN.",,,,7,15.5,8.5,1,1,1,1,1,,,,,"delivery"
499,"SL-JS","\P LIVRAISON SEULEMENT 09h30-18h LUN. AU VEN.",,,,9.5,18,8.5,1,1,1,1,1,,,,,"delivery"
500,"SL-JT","\P LIVRAISON SEULEMENT 09h-15h30 LUN. AU VEN.",,,,9,15.5,6.5,1,1,1,1,1,,,,,"delivery"
501,"SL-JU","\P LIVRAISON SEULEMENT 07h30-15h30 LUN A VEN",,,,7.5,15.5,8,1,1,1,1,1,,,,,"delivery"
502,"SL-JV","\P LIVRAISON SEULEMENT 07h-19h",,,,7,9,2,,,,,,,,1,,"delivery"
503,"SL-JW","\P LIVRAISON SEULEMENT 7h-15h LUN A VEN",,,,7,15,8,1,1,1,1,1,,,,,"delivery"
504,"SL-JX","\P LIVRAISON SEULEMENT 8h-11h 18h-21h LUN AU VEN",,,,8,11,3,1,1,1,1,1,,,,,"delivery"
504,"SL-JX","\P LIVRAISON SEULEMENT 8h-11h 18h-21h LUN AU VEN",,,,18,21,3,1,1,1,1,1,,,,,"delivery"
505,"SL-JY","\P LIVRAISON SEULEMENT 9h-15h LUN A VEN",,,,9,15,6,1,1,1,1,1,,,,,"delivery"
506,"SL-JZ","\P LIVRAISON SEULEMENT 8h-15h LUN A VEN",,,,8,15,7,1,1,1,1,1,,,,,"delivery"
507,"SL-KA","\P LIVRAISON SEULEMENT 09h30-19h LUN A SAM",,,,9.5,19,9.5,1,1,1,1,1,1,,,,"delivery"
508,"SL-OA","\P LIVRAISON SEULEMENT 09h-18h LUN. AU VEN.",,,,9,18,9,1,1,1,1,1,,,,,"delivery"
509,"SL-OB","\P LIVRAISON SEULEMENT 11h-14h LUN A VEN",,,,11,14,3,1,1,1,1,1,,,,,"delivery"
510,"SL-PB","\P LIVRAISON SEULEMENT 13h-16h LUN. AU VEN.",,,,13,16,3,1,1,1,1,1,,,,,"delivery"
511,"SL-PK","\P LIVRAISON SEULEMENT 13h-17h LUN. AU VEN.",,,,13,17,4,1,1,1,1,1,,,,,"delivery"
512,"SL-PM","\P LIVRAISON SEULEMENT 13h-18h LUN. AU SAM.",,,,13,18,5,1,1,1,1,1,1,,,,"delivery"
513,"SL-TT","\P LIVRAISON SEULEMENT EN TOUT TEMPS",,,,0,,24,,,,,,,,1,,"delivery"
514,"SLR-ST-01","REMORQUAGE",,,,0,24,24,,,,,,,,1,,
515,"SLR-ST-02","REMORQUAGE À VOS FRAIS",,,,0,24,24,,,,,,,,1,,
516,"SLR-ST-03","EXCEPTÉ VÉHICULES AUTORISÉS",,,,0,,24,,,,,,,,1,,"authorized"
517,"SLR-ST-04","EXCEPTÉ VÉHICULES COMMUNAUTO",,,,0,,24,,,,,,,,1,,"communauto"
518,"SLR-ST-05","RÉSERVÉ MESSAGER",,,,0,,24,,,,,,,,1,,"messenger"
519,"SLR-ST-06","ZONE DE LIVRAISON",,,,0,,24,,,,,,,,1,,"delivery"
520,"SLR-ST-07","DÉBARCADÈRE SEULEMENT",,,3,0,,24,,,,,,,,1,,"dropoff"
521,"SLR-ST-08","5 MÈTRES",,,,,,0,,,,,,,,,,"distance_5m"
522,"SLR-ST-09","15 MÈTRES",,,,,,0,,,,,,,,,,"distance_15m"
523,"SLR-ST-10","50 MÈTRES",,,,,,0,,,,,,,,,,"distance_50m"
524,"SLR-ST-100","13H À 17H MAR JEU",,,,13,17,4,,1,,1,,,,,,
525,"SLR-ST-101","13H À 17H MAR JEU 15 AVR - 15 NOV","04-15","11-15",,13,17,4,,1,,1,,,,,,
526,"SLR-ST-102","15H À 17H MAR JEU",,,,15,17,2,,1,,1,,,,,,
527,"SLR-ST-103","18H À 24H MAR JEU",,,,18,24,6,,1,,1,,,,,,
528,"SLR-ST-104","MAR JEU SAM",,,,0,,24,,1,,1,,1,,,,
532,"SLR-ST-108","8H À 17H MAR JEU SAM DIM",,,,8,17,9,,1,,1,,1,1,,,
533,"SLR-ST-109","8H À 18H MAR JEU SAM",,,,8,18,10,,1,,1,,1,,,,
534,"SLR-ST-11","6 PIEDS DE CHAQUE CÔTÉ DU TROTTOIR",,,,,,0,,,,,,,,,,"distance_2m"
537,"SLR-ST-113","10 MIN",,,10,0,24,24,,,,,,,,1,,
538,"SLR-ST-114","10 MIN DÉBARCADÈRE",,,10,0,24,24,,,,,,,,1,,"dropoff"
539,"SLR-ST-115","10 MIN (pour famille)",,,10,0,24,24,,,,,,,,1,,"family"
540,"SLR-ST-116","10 MIN - JOURS DE CLASSE",,,10,0,24,24,,,,,,,,,"school",
541,"SLR-ST-117","10 MIN 7H À 17H JOURS DE CLASSE",,,10,7,17,10,,,,,,,,,"school",
542,"SLR-ST-118","10 MIN 7H À 18H LUN À VEN",,,10,7,18,11,1,1,1,1,1,,,,,
543,"SLR-ST-119","DÉBARCADÈRE DE COURTE DURÉE RÉSERVÉ AUX FAMILLES AVEC JEUNES ENFANTS",,,3,0,24,24,,,,,,,,1,,"big_family"
544,"SLR-ST-120","15 MIN JOURS DE CLASSE",,,15,0,24,24,,,,,,,,,"school",
545,"SLR-ST-121","15 MIN EXCEPTÉ LIVRAISON",,,15,0,24,24,,,,,,,,1,,"delivery"
546,"SLR-ST-122","15 MIN LUN À VEN",,,15,0,24,24,1,1,1,1,1,,,,,
547,"SLR-ST-123","15 MIN - LUN au VEN - JOURS DE CLASSE",,,15,0,24,24,1,1,1,1,1,,,,"school",
548,"SLR-ST-124","15 MIN 7H À 9H 15H À 18H JOURS DE CLASSE",,,15,7,19,12,,,,,,,,,"school",
548,"SLR-ST-124","15 MIN 7H À 9H 15H À 18H JOURS DE CLASSE",,,15,15,18,3,,,,,,,,,"school",
549,"SLR-ST-126","15 MIN 8H À 16H JOURS DE CLASSE",,,15,8,16,8,,,,,,,,,"school",
550,"SLR-ST-127","15 MIN 8H À 17H JOURS DE CLASSE DÉBARCADÈRE",,,15,7,17,10,,,,,,,,,"school","dropoff"
551,"SLR-ST-128","30 MIN",,,30,0,24,24,,,,,,,,1,,
552,"SLR-ST-129","VISITEURS 30 MIN MAX",,,30,0,24,24,,,,,,,,1,,"visitor"
553,"SLR-ST-13","SABBAT ET JOURS DE FÊTE",,,,0,24,24,,,,,,,,,"holiday",
553,"SLR-ST-13","SABBAT ET JOURS DE FÊTE",,,,19,,24,,,,,1,,,,,
554,"SLR-ST-131","30 MIN 8H À 22H",,,30,8,22,14,,,,,,,,1,,
555,"SLR-ST-132","30 MIN 8H À 18H LUN AU VEN",,,30,8,18,10,1,1,1,1,1,,,,,
556,"SLR-ST-133","30 MIN 8H À 18H LUN MER VEN",,,30,8,18,10,1,,1,,1,,,,,
557,"SLR-ST-134","30 MIN 9H À 16H LUN À VEN",,,30,9,16,7,1,1,1,1,1,,,,,
559,"SLR-ST-136","60 MIN - VISITEUR - SEULEMENT",,,60,0,24,24,,,,,,,,1,,"visitor"
560,"SLR-ST-137","60 MIN 7H À 18H - LUN À VEN",,,60,7,18,11,1,1,1,1,1,,,,,
561,"SLR-ST-138","60 MIN 7H À 18H MAR JEU SAM",,,60,7,18,11,,1,,1,,1,,,,
562,"SLR-ST-139","60 MIN - 8H À 18H - LUN MER VEN",,,60,8,18,10,1,,1,,1,,,,,
563,"SLR-ST-14","EXCEPTÉ DIMANCHE ET JOURS DE FÊTE",,,,0,24,24,1,1,1,1,1,1,,,"-holiday",
564,"SLR-ST-140","60 MIN - 8H À 18H - MAR JEU",,,60,8,18,10,,1,,1,,,,1,,
565,"SLR-ST-141","60 MIN - 9H À 16H",,,60,9,16,7,,,,,,,,1,,
566,"SLR-ST-142","90 MIN",,,90,0,24,24,,,,,,,,1,,
567,"SLR-ST-143","120 MIN RÉSERVÉ AUX USAGERS DE LA BIBLIOTHÈQUE",,,120,0,24,24,,,,,,,,1,,"visitor_library"
568,"SLR-ST-144","120 MIN LUN MER VEN",,,120,0,24,24,1,,1,,1,,,,,
569,"SLR-ST-145","120 MIN 8H À 17H LUN MER VEN",,,120,8,17,9,1,,1,,1,,,,,
570,"SLR-ST-146","LUN AU VEN 120 MIN 9H À 16H",,,120,9,16,7,1,1,1,1,1,,,,,
571,"SLR-ST-147","120 MIN MAR JEU",,,120,0,24,24,,1,,1,,,,,,
572,"SLR-ST-148","120 MIN 8H À 17H MAR JEU",,,120,8,17,9,,1,,1,,,,,,
573,"SLR-ST-149","PERMISSION DE STATIONNER",,,,0,,24,,,,,,,,1,,"permit"
574,"SLR-ST-15","15 JUIN AU 1ER SEPT.","06-15","09-01",,0,24,24,,,,,,,,1,,
575,"SLR-ST-150","RÉSERVÉ INCENDIE",,,,0,24,24,,,,,,,,1,,"firefighters"
576,"SLR-ST-151","POUR LES EMPLOYÉS SEULEMENT",,,,0,24,24,,,,,,,,1,,"employees"
577,"SLR-ST-152","RÉSERVÉ BILBIOTHÈQUE",,,,0,24,24,,,,,,,,1,,"library"
578,"SLR-ST-153","ESPACE RÉSERVÉE NAVETTE CAPREIT",,,,0,24,24,,,,,,,,1,,"navette_capreit"
579,"SLR-ST-154","7H À 13H DIMANCHE",,,,7,13,6,,,,,,,1,,,
580,"SLR-ST-155","8H À 18H LUN MER VEN",,,,8,18,10,1,,1,,1,,,,,
581,"SLR-ST-156","11H À 14H LUN AU VEN",,,,11,14,3,1,1,1,1,1,,,,,
582,"SLR-ST-157","8H À 18H MAR JEU",,,,8,18,10,,1,,1,,,,,,
583,"SLR-ST-158","12H À 15H VENDREDI",,,,12,15,3,,,,,1,,,,,
584,"SLR-ST-159","8H À 18H SAM DIM - MAI-JUIN","05-01","06-30",,8,18,10,,,,,,1,1,,,
585,"SLR-ST-16","RÉSERVÉ AUTOBUS 15 JUIN au 1er SEPT.","06-15","09-01",,0,,24,,,,,,,,1,,"bus"
586,"SLR-ST-160","HANDICAPÉS - DÉBARCADÈRE (Bleu)",,,,0,,24,,,,,,,,1,,"handicap"
587,"SLR-ST-161","60 MIN",,,60,0,,24,,,,,,,,1,,
588,"SLR-ST-162","23H00 À 7H00 EXCEPTÉ VÉHICULES AUTORISÉS",,,,23,,8,,,,,,,,1,,"authorized"
589,"SLR-ST-163","LUN MER VEN",,,,0,,24,1,,1,,1,,,,,
590,"SLR-ST-164","8H À 16H MARDI MERCREDI",,,,8,16,8,,1,1,,,,,,,
591,"SLR-ST-165","MAR JEU SAM",,,,0,,24,,1,,1,,1,,,,
592,"SLR-ST-166","ESPACE RÉSERVÉ MER DIM",,,,0,,24,,,1,,,,1,,,"reserved"
593,"SLR-ST-167","HANDICAPÉS - 120 MIN",,,120,0,,24,,,,,,,,1,,"handicap"
594,"SLR-ST-17","15NOV - 15AVRIL","11-15","04-15",,0,,24,,,,,,,,1,,
595,"SLR-ST-170","ESPACE RÉSERVÉ 7H À 8H 15H30 À 16H30",,,,7,8,1,,,,,,,,1,,"reserved"
595,"SLR-ST-170","ESPACE RÉSERVÉ 7H À 8H 15H30 À 16H30",,,,15.5,16.5,1,,,,,,,,1,,"reserved"
596,"SLR-ST-171","120 MIN 7H00-21H00 - LUN À VEN (VIGNETTE)",,,120,7,21,14,1,1,1,1,1,,,,,"permit"
601,"SLR-ST-176","ZONE D'ATTENTE POUR AUTOBUS DE LA STCUM SEULEMENT",,,,0,,24,,,,,,,,1,,"stcum"
602,"SLR-ST-177","ARRÊT - D'AUTOBUS",,,,0,,24,,,,,,,,1,,"bus"
603,"SLR-ST-178","ARRÊT D'AUTOBUS de 00H00 À 05H00",,,,0,5,5,,,,,,,,1,,"bus"
604,"SLR-ST-179","EXCEPTÉ AUTOBUS SCOLAIRE",,,,0,,24,,,,,,,,1,,"schoolbus"
605,"SLR-ST-18","EN TOUT TEMPS EXCEPTÉ MARDI DE 9H À 15H",,,,15,,162,,1,,,,,,,,
606,"SLR-ST-180","SAUF AUTOBUS SCOLAIRES JOURS DE CLASSE",,,,0,,24,,,,,,,,,"school","schoolbus"
607,"SLR-ST-181","SAUF AUTOBUS JOURS DE CLASSE",,,,0,,24,,,,,,,,1,,"bus"
608,"SLR-ST-182","7H00 À 9H00 13H00 À 16H00 JOURS DE CLASSE SAUF AUTOBUS",,,,7,9,2,,,,,,,,,"school","schoolbus"
608,"SLR-ST-182","7H00 À 9H00 13H00 À 16H00 JOURS DE CLASSE SAUF AUTOBUS",,,,13,16,3,,,,,,,,,"school","schoolbus"
609,"SLR-ST-183","7H00 À 9H00 - 14H00 À 16H00 - SAUF AUTOBUS JOURS DE CLASSE",,,,7,9,2,,,,,,,,,"school","schoolbus"
609,"SLR-ST-183","7H00 À 9H00 - 14H00 À 16H00 - SAUF AUTOBUS JOURS DE CLASSE",,,,14,16,2,,,,,,,,,"school","schoolbus"
610,"SLR-ST-184","7H00 À 9H00 - 14H00 À 16H00 - JOURS DE CLASSE",,,,7,9,2,,,,,,,,,"school",
610,"SLR-ST-184","7H00 À 9H00 - 14H00 À 16H00 - JOURS DE CLASSE",,,,14,16,2,,,,,,,,,"school",
611,"SLR-ST-185","7H30 À 16H30 - JOURS DE CLASSE",,,,7.5,16.5,9,,,,,,,,,"school",
612,"SLR-ST-186","JOURS DE CLASSE",,,,0,24,24,,,,,,,,1,"school",
613,"SLR-ST-188","7H00 À 9H00 - 15H00 À 18H00 - LUN À VEN",,,,7,9,2,1,1,1,1,1,,,,,
613,"SLR-ST-188","7H00 À 9H00 - 15H00 À 18H00 - LUN À VEN",,,,15,18,3,1,1,1,1,1,,,,,
614,"SLR-ST-189","7H00 À 9H00 - 16H00 À 19H00 - LUN À VEN",,,,7,9,2,1,1,1,1,1,,,,,
614,"SLR-ST-189","7H00 À 9H00 - 16H00 À 19H00 - LUN À VEN",,,,16,19,3,1,1,1,1,1,,,,,
615,"SLR-ST-19","22H à 8H",,,,22,,10,,,,,,,,1,,
616,"SLR-ST-190","8H00 À 9H00 - 14H00 À 17H00 - LUN AU VEN",,,,8,9,1,1,1,1,1,1,,,,,
616,"SLR-ST-190","8H00 À 9H00 - 14H00 À 17H00 - LUN AU VEN",,,,14,17,3,1,1,1,1,1,,,,,
617,"SLR-ST-191","15H00 À 18H00 - LUN À VEN",,,,15,18,3,1,1,1,1,1,,,,,
618,"SLR-ST-192","16H À 19H - LUN À VEN",,,,16,19,3,1,1,1,1,1,,,,,
619,"SLR-ST-193","ARRÊT D'AUTOBUS LUNDI À VENDREDI",,,,0,,24,1,1,1,1,1,,,,,"bus"
620,"SLR-ST-194","ARRÊT D'AUTOBUS 5H30 À 9H - 14H30 À 18H - LUNDI À VENDREDI",,,,5.5,9,3.5,1,1,1,1,1,,,,,"bus"
620,"SLR-ST-194","ARRÊT D'AUTOBUS 5H30 À 9H - 14H30 À 18H - LUNDI À VENDREDI",,,,14.5,18,3.5,1,1,1,1,1,,,,,"bus"
621,"SLR-ST-195","ARRÊT D'AUTOBUS 5H30 À 9H30 - 14H30 À 18H30 - LUNDI À VENDREDI",,,,5.5,9.5,4,1,1,1,1,1,,,,,"bus"
621,"SLR-ST-195","ARRÊT D'AUTOBUS 5H30 À 9H30 - 14H30 À 18H30 - LUNDI À VENDREDI",,,,14.5,18.5,4,1,1,1,1,1,,,,,"bus"
622,"SLR-ST-196","ARRÊT D'AUTOBUS 5H30 À 9H30 - 14H45 À 18H30 - LUNDI À VENDREDI",,,,5.5,9.5,4,1,1,1,1,1,,,,,"bus"
622,"SLR-ST-196","ARRÊT D'AUTOBUS 5H30 À 9H30 - 14H45 À 18H30 - LUNDI À VENDREDI",,,,14.75,18.5,3.75,1,1,1,1,1,,,,,"bus"
623,"SLR-ST-197","ARRÊT D'AUTOBUS 05H30 À 10H00 LUNDI À VENDREDI",,,,5.5,10,4.5,1,1,1,1,1,,,,,"bus"
624,"SLR-ST-198","POSTE D'ATTENTE AUTOBUS 6H À 9H30 LUNDI À VENDREDI",,,,6,9.5,3.5,1,1,1,1,1,,,,,"bus"
625,"SLR-ST-199","ARRÊT D'AUTOBUS 7H30 À 8H30 - 14H30 À 16H LUNDI À VENDREDI",,,,7.5,8.5,1,1,1,1,1,1,,,,,"bus"
625,"SLR-ST-199","ARRÊT D'AUTOBUS 7H30 À 8H30 - 14H30 À 16H LUNDI À VENDREDI",,,,14.5,16,1.5,1,1,1,1,1,,,,,"bus"
626,"SLR-ST-20","EXCEPTÉ AUTOBUS SCOLAIRE",,,,0,,24,,,,,,,,1,,"schoolbus"
627,"SLR-ST-200","8H À 19H LUN MER VEN",,,,8,19,11,1,,1,,1,,,,,
628,"SLR-ST-201","8H À 19H MAR JEU",,,,9,19,10,,1,,1,,,,,,
629,"SLR-ST-204","\P 08h - 12h lundi  1er mars - 1er déc","03-01","12-01",,8,12,4,1,,,,,,,,,
630,"SLR-ST-205","\P 13h - 17h lundi 1er mars - 1er  déc","03-01","12-01",,13,17,4,1,,,,,,,,,
631,"SLR-ST-206","\P 08h -12h mardi 1er mars - 1er déc","03-01","12-01",,8,12,4,,1,,,,,,,,
632,"SLR-ST-207","\P 13h - 17h mardi 1er mars - 1er déc","03-01","12-01",,13,17,4,,1,,,,,,,,
633,"SLR-ST-208","\P 08h - 12h mercredi 1er mars - 1er déc","03-01","12-01",,8,12,4,,,1,,,,,,,
634,"SLR-ST-209","\P 13h - 17h mercredi 1er mars - 1er déc","03-01","12-01",,13,17,4,,,1,,,,,,,
635,"SLR-ST-21","SAUF AUTOBUS SCOLAIRE - JOURS DE CLASSE",,,,0,,24,,,,,,,,1,"school","schoolbus"
636,"SLR-ST-210","\P 08h - 12h jeudi 1er mars - 1er déc","03-01","12-01",,8,12,4,,,,1,,,,,,
637,"SLR-ST-211","\P 13h - 17h jeudi 1er mars - 1er déc","03-01","12-01",,13,17,4,,,,1,,,,,,
638,"SLR-ST-22","8H à 17H - JOURS DE CLASSE - SAUF AUTOBUS SCOLAIRE",,,,8,17,9,,,,,,,,,"school","schoolbus"
639,"SLR-ST-23","7H30 À 18H00 JOURS DE CLASSE",,,,7.5,18,10.5,,,,,,,,,"school",
640,"SLR-ST-24","8H À 17H30 JOURS DE CLASSE",,,,8,17.5,9.5,,,,,,,,,"school",
641,"SLR-ST-25","9H00 à 15H30 JOURS DE CLASSE",,,,9,15.5,6.5,,,,,,,,,"school",
642,"SLR-ST-26","9H À 17H JOURS DE CLASSE",,,,9,17,8,,,,,,,,,"school",
645,"SLR-ST-29","9H à 11H - LUNDI - ENTRETIEN",,,,9,11,2,1,,,,,,,,,"maintenance"
646,"SLR-ST-30","9H à 11H - LUNDI - 15 AVR - 15 NOV","04-15","11-15",,9,11,2,1,,,,,,,,,
647,"SLR-ST-31","9H À 11H LUNDI 15 AVR - 15 NOV ENTRETIEN","04-15","11-15",,9,11,2,1,,,,,,,,,"maintenance"
648,"SLR-ST-32","9H00 à 12H00 LUNDI",,,,9,12,3,1,,,,,,,,,
650,"SLR-ST-34","9H à 12H - LUNDI - 15 AVR au 15 NOV - ENTRETIEN","04-15","11-15",,9,12,3,1,,,,,,,,,"maintenance"
651,"SLR-ST-35","7H à 12H MARDI",,,,7,12,5,,1,,,,,,,,
652,"SLR-ST-36","7H à 14H MARDI",,,,7,14,7,,1,,,,,,,,
653,"SLR-ST-37","8H à 12H MARDI",,,,8,12,4,,1,,,,,,,,
654,"SLR-ST-38","8H à 16H30 - MARDI - ENTRETIEN",,,,8,16.5,8.5,,1,,,,,,,,"maintenance"
655,"SLR-ST-39","9H À 11H MARDI ENTRETIEN",,,,9,11,2,,1,,,,,,,,"maintenance"
656,"SLR-ST-40","9H À 11H MARDI 15 AVR - 15 NOV","04-15","11-15",,9,11,2,,1,,,,,,,,
657,"SLR-ST-41","9H00 à 12H00 MARDI",,,,9,12,3,,1,,,,,,,,
